ManagementPackId,WorkflowId,WorkflowType,DisplayName,Description,OverrideParameterName,OverrideParameterType,DefaultValue,Balanced,Essentials,Full,Notes
Microsoft.SQLServer.2012.Monitoring,Microsoft.SQLServer.2012.Could_not_open_device_1_5_Rule,Rule,Failed to open primary database file,,Severity,int,2,,,,
Microsoft.SQLServer.2012.Monitoring,Microsoft.SQLServer.2012.Could_not_open_device_1_5_Rule,Rule,Failed to open primary database file,,Priority,int,2,,,,
Microsoft.SQLServer.2012.Monitoring,Microsoft.SQLServer.2012.Could_not_open_FCB_for_invalid_file_in_database__1_5_Rule,Rule,Invalid reference to File ID,,Enabled,bool,TRUE,,,,
Microsoft.SQLServer.2012.Monitoring,Microsoft.SQLServer.2012.Could_not_open_FCB_for_invalid_file_in_database__1_5_Rule,Rule,Invalid reference to File ID,,Severity,int,2,,,,
Microsoft.SQLServer.2012.Monitoring,Microsoft.SQLServer.2012.Could_not_open_FCB_for_invalid_file_in_database__1_5_Rule,Rule,Invalid reference to File ID,,Priority,int,2,,,,
Microsoft.SQLServer.2012.Monitoring,Microsoft.SQLServer.2012.MSAS11_Memory_Memory_Limit_High_KB_15.0_minutes_5_Rule,Rule,SSAS 2012: Memory: Memory Limit High (KB),,Enabled,bool,TRUE,,,,
Microsoft.SQLServer.2012.Monitoring,Microsoft.SQLServer.2012.MSAS11_Memory_Memory_Limit_High_KB_15.0_minutes_5_Rule,Rule,SSAS 2012: Memory: Memory Limit High (KB),,Frequency,int,900,,,,
Microsoft.SQLServer.2012.Monitoring,Microsoft.SQLServer.2012.Failed_to_initialize_the_Common_Language_Runtime__CLR__due_to_memory_pressure_5_Rule,Rule,Failed to initialize the Common Language Runtime (CLR) due to memory pressure,,Enabled,bool,TRUE,,,,
Microsoft.SQLServer.2012.Monitoring,Microsoft.SQLServer.2012.Failed_to_initialize_the_Common_Language_Runtime__CLR__due_to_memory_pressure_5_Rule,Rule,Failed to initialize the Common Language Runtime (CLR) due to memory pressure,,Severity,int,2,,,,
Microsoft.SQLServer.2012.Monitoring,Microsoft.SQLServer.2012.Failed_to_initialize_the_Common_Language_Runtime__CLR__due_to_memory_pressure_5_Rule,Rule,Failed to initialize the Common Language Runtime (CLR) due to memory pressure,,Priority,int,1,,,,
Microsoft.SQLServer.2012.Monitoring,Microsoft.SQLServer.2012.An_error_occurred_while_processing_the_log_for_database_5_Rule,Rule,An error occurred while reading the log for database,,Enabled,bool,TRUE,,,,
Microsoft.SQLServer.2012.Monitoring,Microsoft.SQLServer.2012.An_error_occurred_while_processing_the_log_for_database_5_Rule,Rule,An error occurred while reading the log for database,,Severity,int,2,,,,
Microsoft.SQLServer.2012.Monitoring,Microsoft.SQLServer.2012.An_error_occurred_while_processing_the_log_for_database_5_Rule,Rule,An error occurred while reading the log for database,,Priority,int,2,,,,
Microsoft.SQLServer.2012.Monitoring,Microsoft.SQLServer.2012.An_SQL_Server_Service_Broker_dialog_caught_an_error_5_Rule,Rule,An SQL Server Service Broker dialog caught an error,,Enabled,bool,TRUE,,,,
Microsoft.SQLServer.2012.Monitoring,Microsoft.SQLServer.2012.An_SQL_Server_Service_Broker_dialog_caught_an_error_5_Rule,Rule,An SQL Server Service Broker dialog caught an error,,Severity,int,2,,,,
Microsoft.SQLServer.2012.Monitoring,Microsoft.SQLServer.2012.An_SQL_Server_Service_Broker_dialog_caught_an_error_5_Rule,Rule,An SQL Server Service Broker dialog caught an error,,Priority,int,1,,,,
Microsoft.SQLServer.2012.Monitoring,Microsoft.SQLServer.2012.Descriptor_for_object_in_database_not_found_in_the_hash_table_during_attempt_to_unhash_it_1_5_Rule,Rule,Descriptor for object in database not found in the hash table during attempt to unhash it,,Enabled,bool,TRUE,,,,
Microsoft.SQLServer.2012.Monitoring,Microsoft.SQLServer.2012.Descriptor_for_object_in_database_not_found_in_the_hash_table_during_attempt_to_unhash_it_1_5_Rule,Rule,Descriptor for object in database not found in the hash table during attempt to unhash it,,Severity,int,2,,,,
Microsoft.SQLServer.2012.Monitoring,Microsoft.SQLServer.2012.Descriptor_for_object_in_database_not_found_in_the_hash_table_during_attempt_to_unhash_it_1_5_Rule,Rule,Descriptor for object in database not found in the hash table during attempt to unhash it,,Priority,int,1,,,,
Microsoft.SQLServer.2012.Monitoring,Microsoft.SQLServer.2012.DBEngine.PageLifeExpectancy.Collection,Rule,MSSQL 2012: Collect DB Engine Page Life Expectancy (s),SQL 2012 DB Engine Page Life Expectancy (s) performance collection rule,Enabled,bool,TRUE,,,,
Microsoft.SQLServer.2012.Monitoring,Microsoft.SQLServer.2012.DBEngine.PageLifeExpectancy.Collection,Rule,MSSQL 2012: Collect DB Engine Page Life Expectancy (s),SQL 2012 DB Engine Page Life Expectancy (s) performance collection rule,IntervalSeconds,int,900,,,,
Microsoft.SQLServer.2012.Monitoring,Microsoft.SQLServer.2012.RESTORE_could_not_start_database_1_5_Rule,Rule,RESTORE could not start database,,Enabled,bool,TRUE,,,,
Microsoft.SQLServer.2012.Monitoring,Microsoft.SQLServer.2012.RESTORE_could_not_start_database_1_5_Rule,Rule,RESTORE could not start database,,Severity,int,1,,,,
Microsoft.SQLServer.2012.Monitoring,Microsoft.SQLServer.2012.RESTORE_could_not_start_database_1_5_Rule,Rule,RESTORE could not start database,,Priority,int,1,,,,
Microsoft.SQLServer.2012.Monitoring,Microsoft.SQLServer.2012.SQL_Server_could_not_allocate_enough_memory_to_start_Service_Broker_task_manager_5_Rule,Rule,SQL Server could not allocate enough memory to start Service Broker task manager,,Enabled,bool,TRUE,,,,
Microsoft.SQLServer.2012.Monitoring,Microsoft.SQLServer.2012.SQL_Server_could_not_allocate_enough_memory_to_start_Service_Broker_task_manager_5_Rule,Rule,SQL Server could not allocate enough memory to start Service Broker task manager,,Severity,int,2,,,,
Microsoft.SQLServer.2012.Monitoring,Microsoft.SQLServer.2012.SQL_Server_could_not_allocate_enough_memory_to_start_Service_Broker_task_manager_5_Rule,Rule,SQL Server could not allocate enough memory to start Service Broker task manager,,Priority,int,1,,,,
Microsoft.SQLServer.2012.Monitoring,Microsoft.SQLServer.2012.SQL_Server_cannot_start_the_Service_Broker_event_handler_5_Rule,Rule,SQL Server cannot start the Service Broker event handler,,Enabled,bool,TRUE,,,,
Microsoft.SQLServer.2012.Monitoring,Microsoft.SQLServer.2012.SQL_Server_cannot_start_the_Service_Broker_event_handler_5_Rule,Rule,SQL Server cannot start the Service Broker event handler,,Severity,int,2,,,,
Microsoft.SQLServer.2012.Monitoring,Microsoft.SQLServer.2012.SQL_Server_cannot_start_the_Service_Broker_event_handler_5_Rule,Rule,SQL Server cannot start the Service Broker event handler,,Priority,int,1,,,,
Microsoft.SQLServer.2012.Monitoring,Microsoft.SQLServer.2012.TransactionsPerSecond,Rule,MSSQL 2012: Collect Total Transactions Per Second,"Collects the Windows ""Transaction Per Second"" performance counter for the _Total instance of the databases performance object for each instance of SQL 2012 DB Engine.",Enabled,bool,TRUE,,,,
Microsoft.SQLServer.2012.Monitoring,Microsoft.SQLServer.2012.TransactionsPerSecond,Rule,MSSQL 2012: Collect Total Transactions Per Second,"Collects the Windows ""Transaction Per Second"" performance counter for the _Total instance of the databases performance object for each instance of SQL 2012 DB Engine.",Frequency,int,900,,,,
Microsoft.SQLServer.2012.Monitoring,Microsoft.SQLServer.2012.SQLServer_Broker_Activation_Task_Limit_Reached_sec__Total_15.0_minutes_5_Rule,Rule,MSSQL 2012: Broker Activation: Task Limit Reached Per Second,,Enabled,bool,TRUE,,,,
Microsoft.SQLServer.2012.Monitoring,Microsoft.SQLServer.2012.SQLServer_Broker_Activation_Task_Limit_Reached_sec__Total_15.0_minutes_5_Rule,Rule,MSSQL 2012: Broker Activation: Task Limit Reached Per Second,,Frequency,int,900,,,,
Microsoft.SQLServer.2012.Monitoring,Microsoft.SQLServer.2012.XML___Failed_to_load_Msxml2.dll_1_5_Rule,Rule,XML: Failed to load Msxml2.dll,,Enabled,bool,TRUE,,,,
Microsoft.SQLServer.2012.Monitoring,Microsoft.SQLServer.2012.XML___Failed_to_load_Msxml2.dll_1_5_Rule,Rule,XML: Failed to load Msxml2.dll,,Severity,int,2,,,,
Microsoft.SQLServer.2012.Monitoring,Microsoft.SQLServer.2012.XML___Failed_to_load_Msxml2.dll_1_5_Rule,Rule,XML: Failed to load Msxml2.dll,,Priority,int,1,,,,
Microsoft.SQLServer.2012.Monitoring,Microsoft.SQLServer.2012.Database.DBDiskFreeSpaceMB.Collection,Rule,MSSQL 2012: Collect DB Disk Free Space (MB),SQL 2012 Databases Disk Free Space (MB) performance collection rule,Enabled,bool,TRUE,,,,
Microsoft.SQLServer.2012.Monitoring,Microsoft.SQLServer.2012.Database.DBDiskFreeSpaceMB.Collection,Rule,MSSQL 2012: Collect DB Disk Free Space (MB),SQL 2012 Databases Disk Free Space (MB) performance collection rule,IntervalSeconds,int,900,,,,
Microsoft.SQLServer.2012.Monitoring,Microsoft.SQLServer.2012.Database.DBDiskFreeSpaceMB.Collection,Rule,MSSQL 2012: Collect DB Disk Free Space (MB),SQL 2012 Databases Disk Free Space (MB) performance collection rule,TimeoutSeconds,int,300,,,,
Microsoft.SQLServer.2012.Monitoring,Microsoft.SQLServer.2012.Cannot_determine_the_service_account_for_SQL_Server_instance_1_5_Rule,Rule,Cannot determine the service account for SQL Server instance,,Enabled,bool,TRUE,,,,
Microsoft.SQLServer.2012.Monitoring,Microsoft.SQLServer.2012.Cannot_determine_the_service_account_for_SQL_Server_instance_1_5_Rule,Rule,Cannot determine the service account for SQL Server instance,,Severity,int,1,,,,
Microsoft.SQLServer.2012.Monitoring,Microsoft.SQLServer.2012.Cannot_determine_the_service_account_for_SQL_Server_instance_1_5_Rule,Rule,Cannot determine the service account for SQL Server instance,,Priority,int,1,,,,
Microsoft.SQLServer.2012.Monitoring,Microsoft.SQLServer.2012.Could_not_find_CHECK_constraint_although_the_table_is_flagged_as_having_one_1_5_Rule,Rule,"Could not find CHECK constraint, although the table is flagged as having one",,Enabled,bool,TRUE,,,,
Microsoft.SQLServer.2012.Monitoring,Microsoft.SQLServer.2012.Could_not_find_CHECK_constraint_although_the_table_is_flagged_as_having_one_1_5_Rule,Rule,"Could not find CHECK constraint, although the table is flagged as having one",,Severity,int,1,,,,
Microsoft.SQLServer.2012.Monitoring,Microsoft.SQLServer.2012.Could_not_find_CHECK_constraint_although_the_table_is_flagged_as_having_one_1_5_Rule,Rule,"Could not find CHECK constraint, although the table is flagged as having one",,Priority,int,1,,,,
Microsoft.SQLServer.2012.Monitoring,Microsoft.SQLServer.2012.CREATE_DATABASE_failed._Could_not_allocate_enough_disk_space_for_a_new_database_on_the_named_disks_1_5_Rule,Rule,CREATE DATABASE failed. Could not allocate enough disk space for a new database on the named disks,,Enabled,bool,TRUE,,,,
Microsoft.SQLServer.2012.Monitoring,Microsoft.SQLServer.2012.CREATE_DATABASE_failed._Could_not_allocate_enough_disk_space_for_a_new_database_on_the_named_disks_1_5_Rule,Rule,CREATE DATABASE failed. Could not allocate enough disk space for a new database on the named disks,,Severity,int,2,,,,
Microsoft.SQLServer.2012.Monitoring,Microsoft.SQLServer.2012.CREATE_DATABASE_failed._Could_not_allocate_enough_disk_space_for_a_new_database_on_the_named_disks_1_5_Rule,Rule,CREATE DATABASE failed. Could not allocate enough disk space for a new database on the named disks,,Priority,int,1,,,,
Microsoft.SQLServer.2012.Monitoring,Microsoft.SQLServer.2012.Login_failed._The_workstation_licensing_limit_for_SQL_Server_access_has_already_been_reached_5_Rule,Rule,Login failed. The workstation licensing limit for SQL Server access has already been reached,,Enabled,bool,TRUE,,,,
Microsoft.SQLServer.2012.Monitoring,Microsoft.SQLServer.2012.Login_failed._The_workstation_licensing_limit_for_SQL_Server_access_has_already_been_reached_5_Rule,Rule,Login failed. The workstation licensing limit for SQL Server access has already been reached,,Severity,int,2,,,,
Microsoft.SQLServer.2012.Monitoring,Microsoft.SQLServer.2012.Login_failed._The_workstation_licensing_limit_for_SQL_Server_access_has_already_been_reached_5_Rule,Rule,Login failed. The workstation licensing limit for SQL Server access has already been reached,,Priority,int,1,,,,
Microsoft.SQLServer.2012.Monitoring,Microsoft.SQLServer.2012.Database.DBSize.Collection,Rule,MSSQL 2012: Collect Database Allocated Size (MB),Collect database allocated size,Enabled,bool,TRUE,,,,
Microsoft.SQLServer.2012.Monitoring,Microsoft.SQLServer.2012.Database.DBSize.Collection,Rule,MSSQL 2012: Collect Database Allocated Size (MB),Collect database allocated size,IntervalSeconds,int,900,,,,
Microsoft.SQLServer.2012.Monitoring,Microsoft.SQLServer.2012.Database.DBSize.Collection,Rule,MSSQL 2012: Collect Database Allocated Size (MB),Collect database allocated size,SyncTime,string,,,,,
Microsoft.SQLServer.2012.Monitoring,Microsoft.SQLServer.2012.Database.DBSize.Collection,Rule,MSSQL 2012: Collect Database Allocated Size (MB),Collect database allocated size,TimeoutSeconds,int,300,,,,
Microsoft.SQLServer.2012.Monitoring,Microsoft.SQLServer.2012.An_error_occurred_in_the_Service_Broker_queue_rollback_handler_5_Rule,Rule,An error occurred in the Service Broker queue rollback handler,,Enabled,bool,TRUE,,,,
Microsoft.SQLServer.2012.Monitoring,Microsoft.SQLServer.2012.An_error_occurred_in_the_Service_Broker_queue_rollback_handler_5_Rule,Rule,An error occurred in the Service Broker queue rollback handler,,Severity,int,2,,,,
Microsoft.SQLServer.2012.Monitoring,Microsoft.SQLServer.2012.An_error_occurred_in_the_Service_Broker_queue_rollback_handler_5_Rule,Rule,An error occurred in the Service Broker queue rollback handler,,Priority,int,1,,,,
Microsoft.SQLServer.2012.Monitoring,Microsoft.SQLServer.2012.The_query_processor_could_not_start_the_necessary_thread_resources_for_parallel_query_execution_1_5_Rule,Rule,The query processor could not start the necessary thread resources for parallel query execution,,Enabled,bool,TRUE,,,,
Microsoft.SQLServer.2012.Monitoring,Microsoft.SQLServer.2012.The_query_processor_could_not_start_the_necessary_thread_resources_for_parallel_query_execution_1_5_Rule,Rule,The query processor could not start the necessary thread resources for parallel query execution,,Severity,int,1,,,,
Microsoft.SQLServer.2012.Monitoring,Microsoft.SQLServer.2012.The_query_processor_could_not_start_the_necessary_thread_resources_for_parallel_query_execution_1_5_Rule,Rule,The query processor could not start the necessary thread resources for parallel query execution,,Priority,int,1,,,,
Microsoft.SQLServer.2012.Monitoring,Microsoft.SQLServer.2012.Table_error__cross_object_chain_linkage_1_5_Rule,Rule,Table error: cross-object chain linkage,,Enabled,bool,TRUE,,,,
Microsoft.SQLServer.2012.Monitoring,Microsoft.SQLServer.2012.Table_error__cross_object_chain_linkage_1_5_Rule,Rule,Table error: cross-object chain linkage,,Severity,int,2,,,,
Microsoft.SQLServer.2012.Monitoring,Microsoft.SQLServer.2012.Table_error__cross_object_chain_linkage_1_5_Rule,Rule,Table error: cross-object chain linkage,,Priority,int,1,,,,
Microsoft.SQLServer.2012.Monitoring,Microsoft.SQLServer.2012.Unexpected_end_of_file_while_reading_beginning_of_backup_set_1_5_Rule,Rule,Unexpected end of file while reading beginning of backup set,,Enabled,bool,TRUE,,,,
Microsoft.SQLServer.2012.Monitoring,Microsoft.SQLServer.2012.Unexpected_end_of_file_while_reading_beginning_of_backup_set_1_5_Rule,Rule,Unexpected end of file while reading beginning of backup set,,Severity,int,1,,,,
Microsoft.SQLServer.2012.Monitoring,Microsoft.SQLServer.2012.Unexpected_end_of_file_while_reading_beginning_of_backup_set_1_5_Rule,Rule,Unexpected end of file while reading beginning of backup set,,Priority,int,1,,,,
Microsoft.SQLServer.2012.Monitoring,Microsoft.SQLServer.2012.Attempt_to_fetch_logical_page_that_belongs_to_different_object_5_Rule,Rule,Attempt to fetch logical page that belongs to different object,,Enabled,bool,TRUE,,,,
Microsoft.SQLServer.2012.Monitoring,Microsoft.SQLServer.2012.Attempt_to_fetch_logical_page_that_belongs_to_different_object_5_Rule,Rule,Attempt to fetch logical page that belongs to different object,,Severity,int,2,,,,
Microsoft.SQLServer.2012.Monitoring,Microsoft.SQLServer.2012.Attempt_to_fetch_logical_page_that_belongs_to_different_object_5_Rule,Rule,Attempt to fetch logical page that belongs to different object,,Priority,int,2,,,,
Microsoft.SQLServer.2012.Monitoring,Microsoft.SQLServer.2012.AppDomain_failed_to_unload_with_error_code_5_Rule,Rule,App Domain failed to unload with error code,,Enabled,bool,TRUE,,,,
Microsoft.SQLServer.2012.Monitoring,Microsoft.SQLServer.2012.AppDomain_failed_to_unload_with_error_code_5_Rule,Rule,App Domain failed to unload with error code,,Severity,int,2,,,,
Microsoft.SQLServer.2012.Monitoring,Microsoft.SQLServer.2012.AppDomain_failed_to_unload_with_error_code_5_Rule,Rule,App Domain failed to unload with error code,,Priority,int,1,,,,
Microsoft.SQLServer.2012.Monitoring,Microsoft.SQLServer.2012.DBLogFile.FileAllocatedSpaceLeftMB.Collection,Rule,MSSQL 2012: Collect DB Log File Allocated Free Space (MB),The amount of space left in all log files for this database in megabytes. Does not include space left on media hosting a file with autogrowth enabled.,Enabled,bool,TRUE,,,,
Microsoft.SQLServer.2012.Monitoring,Microsoft.SQLServer.2012.DBLogFile.FileAllocatedSpaceLeftMB.Collection,Rule,MSSQL 2012: Collect DB Log File Allocated Free Space (MB),The amount of space left in all log files for this database in megabytes. Does not include space left on media hosting a file with autogrowth enabled.,SyncTime,string,,,,,
Microsoft.SQLServer.2012.Monitoring,Microsoft.SQLServer.2012.DBLogFile.FileAllocatedSpaceLeftMB.Collection,Rule,MSSQL 2012: Collect DB Log File Allocated Free Space (MB),The amount of space left in all log files for this database in megabytes. Does not include space left on media hosting a file with autogrowth enabled.,TimeoutSeconds,int,300,,,,
Microsoft.SQLServer.2012.Monitoring,Microsoft.SQLServer.2012.DBLogFile.FileAllocatedSpaceLeftMB.Collection,Rule,MSSQL 2012: Collect DB Log File Allocated Free Space (MB),The amount of space left in all log files for this database in megabytes. Does not include space left on media hosting a file with autogrowth enabled.,IntervalSeconds,int,900,,,,
Microsoft.SQLServer.2012.Monitoring,Microsoft.SQLServer.2012.An_SNI_call_failed_during_a_Service_Broker_Database_Mirroring_transport_operation_1_5_Rule,Rule,An SNI call failed during a Service Broker/Database Mirroring transport operation,,Enabled,bool,FALSE,,,,
Microsoft.SQLServer.2012.Monitoring,Microsoft.SQLServer.2012.An_SNI_call_failed_during_a_Service_Broker_Database_Mirroring_transport_operation_1_5_Rule,Rule,An SNI call failed during a Service Broker/Database Mirroring transport operation,,Severity,int,2,,,,
Microsoft.SQLServer.2012.Monitoring,Microsoft.SQLServer.2012.An_SNI_call_failed_during_a_Service_Broker_Database_Mirroring_transport_operation_1_5_Rule,Rule,An SNI call failed during a Service Broker/Database Mirroring transport operation,,Priority,int,1,,,,
Microsoft.SQLServer.2012.Monitoring,Microsoft.SQLServer.2012.Maximum_limit_for_connections_has_been_reached_1_5_Rule,Rule,Maximum limit for connections has been reached,,Enabled,bool,TRUE,,,,
Microsoft.SQLServer.2012.Monitoring,Microsoft.SQLServer.2012.Maximum_limit_for_connections_has_been_reached_1_5_Rule,Rule,Maximum limit for connections has been reached,,Severity,int,1,,,,
Microsoft.SQLServer.2012.Monitoring,Microsoft.SQLServer.2012.Maximum_limit_for_connections_has_been_reached_1_5_Rule,Rule,Maximum limit for connections has been reached,,Priority,int,1,,,,
Microsoft.SQLServer.2012.Monitoring,Microsoft.SQLServer.2012.DBLogFile.SpaceFreeMegabytes.Collection,Rule,MSSQL 2012: Collect DB Log File Free Space (MB),The amount of space left in all log files for this database in megabytes. Also includes space left on media hosting a file with autogrowth enabled.,Enabled,bool,TRUE,,,,
Microsoft.SQLServer.2012.Monitoring,Microsoft.SQLServer.2012.DBLogFile.SpaceFreeMegabytes.Collection,Rule,MSSQL 2012: Collect DB Log File Free Space (MB),The amount of space left in all log files for this database in megabytes. Also includes space left on media hosting a file with autogrowth enabled.,SyncTime,string,,,,,
Microsoft.SQLServer.2012.Monitoring,Microsoft.SQLServer.2012.DBLogFile.SpaceFreeMegabytes.Collection,Rule,MSSQL 2012: Collect DB Log File Free Space (MB),The amount of space left in all log files for this database in megabytes. Also includes space left on media hosting a file with autogrowth enabled.,TimeoutSeconds,int,300,,,,
Microsoft.SQLServer.2012.Monitoring,Microsoft.SQLServer.2012.DBLogFile.SpaceFreeMegabytes.Collection,Rule,MSSQL 2012: Collect DB Log File Free Space (MB),The amount of space left in all log files for this database in megabytes. Also includes space left on media hosting a file with autogrowth enabled.,IntervalSeconds,int,900,,,,
Microsoft.SQLServer.2012.Monitoring,Microsoft.SQLServer.2012.Package_execution_failed_because_the_checkpoint_file_cannot_be_loaded_5_Rule,Rule,"Package execution failed, because the checkpoint file cannot be loaded",,Enabled,bool,TRUE,,,,
Microsoft.SQLServer.2012.Monitoring,Microsoft.SQLServer.2012.Package_execution_failed_because_the_checkpoint_file_cannot_be_loaded_5_Rule,Rule,"Package execution failed, because the checkpoint file cannot be loaded",,Severity,int,2,,,,
Microsoft.SQLServer.2012.Monitoring,Microsoft.SQLServer.2012.Package_execution_failed_because_the_checkpoint_file_cannot_be_loaded_5_Rule,Rule,"Package execution failed, because the checkpoint file cannot be loaded",,Priority,int,1,,,,
Microsoft.SQLServer.2012.Monitoring,Microsoft.SQLServer.2012.NumberDeadlocksPerSecond,Rule,MSSQL 2012: Collect Number of Deadlocks Per Second,"Collects the Windows ""Number of Deadlocks Per Second"" performance counter for each instance of SQL 2012 DB Engine.",Enabled,bool,TRUE,,,,
Microsoft.SQLServer.2012.Monitoring,Microsoft.SQLServer.2012.NumberDeadlocksPerSecond,Rule,MSSQL 2012: Collect Number of Deadlocks Per Second,"Collects the Windows ""Number of Deadlocks Per Second"" performance counter for each instance of SQL 2012 DB Engine.",Frequency,int,900,,,,
Microsoft.SQLServer.2012.Monitoring,Microsoft.SQLServer.2012.An_error_occurred_while_writing_a_trace_event_to_the_rowset_5_Rule,Rule,An error occurred while writing a trace event to the rowset,,Enabled,bool,TRUE,,,,
Microsoft.SQLServer.2012.Monitoring,Microsoft.SQLServer.2012.An_error_occurred_while_writing_a_trace_event_to_the_rowset_5_Rule,Rule,An error occurred while writing a trace event to the rowset,,Severity,int,2,,,,
Microsoft.SQLServer.2012.Monitoring,Microsoft.SQLServer.2012.An_error_occurred_while_writing_a_trace_event_to_the_rowset_5_Rule,Rule,An error occurred while writing a trace event to the rowset,,Priority,int,1,,,,
Microsoft.SQLServer.2012.Monitoring,Microsoft.SQLServer.2012.DBCC_executed_found_no_errors_Rule,Rule,Database consistency check performed with no errors,,Enabled,bool,TRUE,,,,
Microsoft.SQLServer.2012.Monitoring,Microsoft.SQLServer.2012.DBCC_executed_found_no_errors_Rule,Rule,Database consistency check performed with no errors,,Severity,int,0,,,,
Microsoft.SQLServer.2012.Monitoring,Microsoft.SQLServer.2012.DBCC_executed_found_no_errors_Rule,Rule,Database consistency check performed with no errors,,Priority,int,0,,,,
Microsoft.SQLServer.2012.Monitoring,Microsoft.SQLServer.2012.Step_of_a_job_caused_an_exception_in_the_subsystem_1_5_Rule,Rule,Step of a job caused an exception in the subsystem,,Enabled,bool,TRUE,,,,
Microsoft.SQLServer.2012.Monitoring,Microsoft.SQLServer.2012.Step_of_a_job_caused_an_exception_in_the_subsystem_1_5_Rule,Rule,Step of a job caused an exception in the subsystem,,Severity,int,1,,,,
Microsoft.SQLServer.2012.Monitoring,Microsoft.SQLServer.2012.Step_of_a_job_caused_an_exception_in_the_subsystem_1_5_Rule,Rule,Step of a job caused an exception in the subsystem,,Priority,int,1,,,,
Microsoft.SQLServer.2012.Monitoring,Microsoft.SQLServer.2012.Cannot_start_service_broker_activation_manager_5_Rule,Rule,Cannot start service broker activation manager,,Enabled,bool,TRUE,,,,
Microsoft.SQLServer.2012.Monitoring,Microsoft.SQLServer.2012.Cannot_start_service_broker_activation_manager_5_Rule,Rule,Cannot start service broker activation manager,,Severity,int,2,,,,
Microsoft.SQLServer.2012.Monitoring,Microsoft.SQLServer.2012.Cannot_start_service_broker_activation_manager_5_Rule,Rule,Cannot start service broker activation manager,,Priority,int,1,,,,
Microsoft.SQLServer.2012.Monitoring,Microsoft.SQLServer.2012.An_error_occurred_in_the_SQL_Server_Service_Broker_message_dispatcher_5_Rule,Rule,An error occurred in the SQL Server Service Broker message dispatcher,,Enabled,bool,TRUE,,,,
Microsoft.SQLServer.2012.Monitoring,Microsoft.SQLServer.2012.An_error_occurred_in_the_SQL_Server_Service_Broker_message_dispatcher_5_Rule,Rule,An error occurred in the SQL Server Service Broker message dispatcher,,Severity,int,2,,,,
Microsoft.SQLServer.2012.Monitoring,Microsoft.SQLServer.2012.An_error_occurred_in_the_SQL_Server_Service_Broker_message_dispatcher_5_Rule,Rule,An error occurred in the SQL Server Service Broker message dispatcher,,Priority,int,1,,,,
Microsoft.SQLServer.2012.Monitoring,Microsoft.SQLServer.2012.A_SQL_Server_Service_Broker_procedure_output_results_5_Rule,Rule,An SQL Server Service Broker procedure output results,,Enabled,bool,FALSE,,,,
Microsoft.SQLServer.2012.Monitoring,Microsoft.SQLServer.2012.A_SQL_Server_Service_Broker_procedure_output_results_5_Rule,Rule,An SQL Server Service Broker procedure output results,,Severity,int,0,,,,
Microsoft.SQLServer.2012.Monitoring,Microsoft.SQLServer.2012.A_SQL_Server_Service_Broker_procedure_output_results_5_Rule,Rule,An SQL Server Service Broker procedure output results,,Priority,int,0,,,,
Microsoft.SQLServer.2012.Monitoring,Microsoft.SQLServer.2012.Internal_Query_Processor_Error__The_query_processor_encountered_an_internal_limit_overflow_1_5_Rule,Rule,Internal Query Processor Error: The query processor encountered an internal limit overflow,,Enabled,bool,TRUE,,,,
Microsoft.SQLServer.2012.Monitoring,Microsoft.SQLServer.2012.Internal_Query_Processor_Error__The_query_processor_encountered_an_internal_limit_overflow_1_5_Rule,Rule,Internal Query Processor Error: The query processor encountered an internal limit overflow,,Severity,int,2,,,,
Microsoft.SQLServer.2012.Monitoring,Microsoft.SQLServer.2012.Internal_Query_Processor_Error__The_query_processor_encountered_an_internal_limit_overflow_1_5_Rule,Rule,Internal Query Processor Error: The query processor encountered an internal limit overflow,,Priority,int,1,,,,
Microsoft.SQLServer.2012.Monitoring,Microsoft.SQLServer.2012.Operating_System_error_encountered_1_5_Rule,Rule,Operating System error encountered,,Enabled,bool,TRUE,,,,
Microsoft.SQLServer.2012.Monitoring,Microsoft.SQLServer.2012.Operating_System_error_encountered_1_5_Rule,Rule,Operating System error encountered,,Severity,int,1,,,,
Microsoft.SQLServer.2012.Monitoring,Microsoft.SQLServer.2012.Operating_System_error_encountered_1_5_Rule,Rule,Operating System error encountered,,Priority,int,1,,,,
Microsoft.SQLServer.2012.Monitoring,Microsoft.SQLServer.2012.The_IO_operation_was_successful_after_retry_id825,Rule,The I/O operation was successful after retry,,Enabled,bool,TRUE,,,,
Microsoft.SQLServer.2012.Monitoring,Microsoft.SQLServer.2012.The_IO_operation_was_successful_after_retry_id825,Rule,The I/O operation was successful after retry,,Severity,int,1,,,,
Microsoft.SQLServer.2012.Monitoring,Microsoft.SQLServer.2012.The_IO_operation_was_successful_after_retry_id825,Rule,The I/O operation was successful after retry,,Priority,int,1,,,,
Microsoft.SQLServer.2012.Monitoring,Microsoft.SQLServer.2012.Invalid_reference_to_LOB_page_id7105,Rule,Invalid reference to LOB page,,Enabled,bool,TRUE,,,,
Microsoft.SQLServer.2012.Monitoring,Microsoft.SQLServer.2012.Invalid_reference_to_LOB_page_id7105,Rule,Invalid reference to LOB page,,Severity,int,2,,,,
Microsoft.SQLServer.2012.Monitoring,Microsoft.SQLServer.2012.Invalid_reference_to_LOB_page_id7105,Rule,Invalid reference to LOB page,,Priority,int,2,,,,
