ManagementPackId,WorkflowId,WorkflowType,DisplayName,Description,OverrideParameterName,OverrideParameterType,DefaultValue,Test,QA,Production,Performance,Notes
Microsoft.SQLServer.Windows.Discovery,Microsoft.SQLServer.Windows.Discovery.AlwaysOnSeed,Discovery,MSSQL on Windows: Always On Seed Discovery,This discovery is used to define which instances have Always On enabled.,SyncTime,string,,,,,,
Microsoft.SQLServer.Windows.Discovery,Microsoft.SQLServer.Windows.Discovery.AlwaysOnSeed,Discovery,MSSQL on Windows: Always On Seed Discovery,This discovery is used to define which instances have Always On enabled.,TimeoutSeconds,int,300,,,,,
Microsoft.SQLServer.Windows.Discovery,Microsoft.SQLServer.Windows.Discovery.AvailabilityGroupUserPolicy,Discovery,MSSQL on Windows: Availability Group Custom User Policy Discovery,Discovery of Custom User Policies for Always On Availability Groups. Note: This discovery is disabled by default. Please use overrides to enable it when necessary.,Enabled,bool,FALSE,,,,,
Microsoft.SQLServer.Windows.Discovery,Microsoft.SQLServer.Windows.Discovery.AvailabilityGroupUserPolicy,Discovery,MSSQL on Windows: Availability Group Custom User Policy Discovery,Discovery of Custom User Policies for Always On Availability Groups. Note: This discovery is disabled by default. Please use overrides to enable it when necessary.,IntervalSeconds,int,14400,,,,,
Microsoft.SQLServer.Windows.Discovery,Microsoft.SQLServer.Windows.Discovery.AvailabilityGroupUserPolicy,Discovery,MSSQL on Windows: Availability Group Custom User Policy Discovery,Discovery of Custom User Policies for Always On Availability Groups. Note: This discovery is disabled by default. Please use overrides to enable it when necessary.,SqlTimeoutSeconds,int,15,,,,,
Microsoft.SQLServer.Windows.Discovery,Microsoft.SQLServer.Windows.Discovery.AvailabilityGroupUserPolicy,Discovery,MSSQL on Windows: Availability Group Custom User Policy Discovery,Discovery of Custom User Policies for Always On Availability Groups. Note: This discovery is disabled by default. Please use overrides to enable it when necessary.,SyncTime,string,,,,,,
Microsoft.SQLServer.Windows.Discovery,Microsoft.SQLServer.Windows.Discovery.AvailabilityGroupUserPolicy,Discovery,MSSQL on Windows: Availability Group Custom User Policy Discovery,Discovery of Custom User Policies for Always On Availability Groups. Note: This discovery is disabled by default. Please use overrides to enable it when necessary.,TimeoutSeconds,int,300,,,,,
Microsoft.SQLServer.Windows.Discovery,Microsoft.SQLServer.Windows.Discovery.AvailabilityReplicaUserPolicy,Discovery,MSSQL on Windows: Availability Replica Custom User Policy Discovery,Discovery of Custom User Policies for Always On Availability Replicas. Note: This discovery is disabled by default. Please use overrides to enable it when necessary.,Enabled,bool,FALSE,,,,,
Microsoft.SQLServer.Windows.Discovery,Microsoft.SQLServer.Windows.Discovery.AvailabilityReplicaUserPolicy,Discovery,MSSQL on Windows: Availability Replica Custom User Policy Discovery,Discovery of Custom User Policies for Always On Availability Replicas. Note: This discovery is disabled by default. Please use overrides to enable it when necessary.,IntervalSeconds,int,14400,,,,,
Microsoft.SQLServer.Windows.Discovery,Microsoft.SQLServer.Windows.Discovery.AvailabilityReplicaUserPolicy,Discovery,MSSQL on Windows: Availability Replica Custom User Policy Discovery,Discovery of Custom User Policies for Always On Availability Replicas. Note: This discovery is disabled by default. Please use overrides to enable it when necessary.,SqlTimeoutSeconds,int,15,,,,,
Microsoft.SQLServer.Windows.Discovery,Microsoft.SQLServer.Windows.Discovery.AvailabilityReplicaUserPolicy,Discovery,MSSQL on Windows: Availability Replica Custom User Policy Discovery,Discovery of Custom User Policies for Always On Availability Replicas. Note: This discovery is disabled by default. Please use overrides to enable it when necessary.,SyncTime,string,,,,,,
Microsoft.SQLServer.Windows.Discovery,Microsoft.SQLServer.Windows.Discovery.AvailabilityReplicaUserPolicy,Discovery,MSSQL on Windows: Availability Replica Custom User Policy Discovery,Discovery of Custom User Policies for Always On Availability Replicas. Note: This discovery is disabled by default. Please use overrides to enable it when necessary.,TimeoutSeconds,int,300,,,,,
Microsoft.SQLServer.Windows.Discovery,Microsoft.SQLServer.Windows.Discovery.Container,Discovery,MSSQL on Windows: Discover Memory-Optimized Data Filegroup Containers,This rule discovers the container information for each SQL Server Database on Windows.,Enabled,bool,FALSE,FALSE,FALSE,TRUE,TRUE,
Microsoft.SQLServer.Windows.Discovery,Microsoft.SQLServer.Windows.Discovery.Container,Discovery,MSSQL on Windows: Discover Memory-Optimized Data Filegroup Containers,This rule discovers the container information for each SQL Server Database on Windows.,IntervalSeconds,int,14400,,,,,
Microsoft.SQLServer.Windows.Discovery,Microsoft.SQLServer.Windows.Discovery.Container,Discovery,MSSQL on Windows: Discover Memory-Optimized Data Filegroup Containers,This rule discovers the container information for each SQL Server Database on Windows.,SqlTimeoutSeconds,int,15,,,,,
Microsoft.SQLServer.Windows.Discovery,Microsoft.SQLServer.Windows.Discovery.Container,Discovery,MSSQL on Windows: Discover Memory-Optimized Data Filegroup Containers,This rule discovers the container information for each SQL Server Database on Windows.,SyncTime,string,,,,,,
Microsoft.SQLServer.Windows.Discovery,Microsoft.SQLServer.Windows.Discovery.Container,Discovery,MSSQL on Windows: Discover Memory-Optimized Data Filegroup Containers,This rule discovers the container information for each SQL Server Database on Windows.,TimeoutSeconds,int,300,,,,,
Microsoft.SQLServer.Windows.Discovery,Microsoft.SQLServer.Windows.Discovery.Database,Discovery,MSSQL on Windows: Discover SQL Server Databases for a Database Engine,This rule discovers all databases running for a given instance of SQL Server DB Engine on Windows.,Enabled,bool,TRUE,TRUE,TRUE,TRUE,TRUE,
Microsoft.SQLServer.Windows.Discovery,Microsoft.SQLServer.Windows.Discovery.Database,Discovery,MSSQL on Windows: Discover SQL Server Databases for a Database Engine,This rule discovers all databases running for a given instance of SQL Server DB Engine on Windows.,ExcludeList,string,,"model,msdb,master,DBA_Configuration,dbaMaintenance","model,msdb,master,DBA_Configuration,dbaMaintenance","model,msdb,master,DBA_Configuration,dbaMaintenance","model,msdb,master,DBA_Configuration,dbaMaintenance",
Microsoft.SQLServer.Windows.Discovery,Microsoft.SQLServer.Windows.Discovery.Database,Discovery,MSSQL on Windows: Discover SQL Server Databases for a Database Engine,This rule discovers all databases running for a given instance of SQL Server DB Engine on Windows.,IntervalSeconds,int,14400,,,,,
Microsoft.SQLServer.Windows.Discovery,Microsoft.SQLServer.Windows.Discovery.Database,Discovery,MSSQL on Windows: Discover SQL Server Databases for a Database Engine,This rule discovers all databases running for a given instance of SQL Server DB Engine on Windows.,SqlTimeoutSeconds,int,15,,,,,
Microsoft.SQLServer.Windows.Discovery,Microsoft.SQLServer.Windows.Discovery.Database,Discovery,MSSQL on Windows: Discover SQL Server Databases for a Database Engine,This rule discovers all databases running for a given instance of SQL Server DB Engine on Windows.,SyncTime,string,,,,,,
Microsoft.SQLServer.Windows.Discovery,Microsoft.SQLServer.Windows.Discovery.Database,Discovery,MSSQL on Windows: Discover SQL Server Databases for a Database Engine,This rule discovers all databases running for a given instance of SQL Server DB Engine on Windows.,TimeoutSeconds,int,300,,,,,
Microsoft.SQLServer.Windows.Discovery,Microsoft.SQLServer.Windows.Discovery.DatabaseReplica,Discovery,MSSQL on Windows: Database Replicas Discovery,Discovery of database replica Always On objects.,Enabled,bool,TRUE,TRUE,TRUE,TRUE,TRUE,
Microsoft.SQLServer.Windows.Discovery,Microsoft.SQLServer.Windows.Discovery.DatabaseReplica,Discovery,MSSQL on Windows: Database Replicas Discovery,Discovery of database replica Always On objects.,IntervalSeconds,int,14400,,,,,
Microsoft.SQLServer.Windows.Discovery,Microsoft.SQLServer.Windows.Discovery.DatabaseReplica,Discovery,MSSQL on Windows: Database Replicas Discovery,Discovery of database replica Always On objects.,SqlTimeoutSeconds,int,15,,,,,
Microsoft.SQLServer.Windows.Discovery,Microsoft.SQLServer.Windows.Discovery.DatabaseReplica,Discovery,MSSQL on Windows: Database Replicas Discovery,Discovery of database replica Always On objects.,SyncTime,string,,,,,,
Microsoft.SQLServer.Windows.Discovery,Microsoft.SQLServer.Windows.Discovery.DatabaseReplica,Discovery,MSSQL on Windows: Database Replicas Discovery,Discovery of database replica Always On objects.,TimeoutSeconds,int,300,,,,,
Microsoft.SQLServer.Windows.Discovery,Microsoft.SQLServer.Windows.Discovery.DatabaseReplicaUserPolicy,Discovery,MSSQL on Windows: Database Replica Custom User Policy Discovery,Discovery of Custom User Policies for Always On Database Replicas. Note: This discovery is disabled by default. Please use overrides to enable it when necessary.,Enabled,bool,FALSE,,,,,
Microsoft.SQLServer.Windows.Discovery,Microsoft.SQLServer.Windows.Discovery.DatabaseReplicaUserPolicy,Discovery,MSSQL on Windows: Database Replica Custom User Policy Discovery,Discovery of Custom User Policies for Always On Database Replicas. Note: This discovery is disabled by default. Please use overrides to enable it when necessary.,IntervalSeconds,int,14400,,,,,
Microsoft.SQLServer.Windows.Discovery,Microsoft.SQLServer.Windows.Discovery.DatabaseReplicaUserPolicy,Discovery,MSSQL on Windows: Database Replica Custom User Policy Discovery,Discovery of Custom User Policies for Always On Database Replicas. Note: This discovery is disabled by default. Please use overrides to enable it when necessary.,SqlTimeoutSeconds,int,15,,,,,
Microsoft.SQLServer.Windows.Discovery,Microsoft.SQLServer.Windows.Discovery.DatabaseReplicaUserPolicy,Discovery,MSSQL on Windows: Database Replica Custom User Policy Discovery,Discovery of Custom User Policies for Always On Database Replicas. Note: This discovery is disabled by default. Please use overrides to enable it when necessary.,SyncTime,string,,,,,,
Microsoft.SQLServer.Windows.Discovery,Microsoft.SQLServer.Windows.Discovery.DatabaseReplicaUserPolicy,Discovery,MSSQL on Windows: Database Replica Custom User Policy Discovery,Discovery of Custom User Policies for Always On Database Replicas. Note: This discovery is disabled by default. Please use overrides to enable it when necessary.,TimeoutSeconds,int,300,,,,,
Microsoft.SQLServer.Windows.Discovery,Microsoft.SQLServer.Windows.Discovery.DatabaseResourcePool,Discovery,MSSQL on Windows: Discover Database Engine Resource Pool managing Memory-Optimized Data resources,This rule discovers a resource pool that manages Memory-Optimized Data resources of the target SQL Server database and a relation between Resource Pool and the database.,Enabled,bool,FALSE,,,,,
Microsoft.SQLServer.Windows.Discovery,Microsoft.SQLServer.Windows.Discovery.DatabaseResourcePool,Discovery,MSSQL on Windows: Discover Database Engine Resource Pool managing Memory-Optimized Data resources,This rule discovers a resource pool that manages Memory-Optimized Data resources of the target SQL Server database and a relation between Resource Pool and the database.,IntervalSeconds,int,14400,,,,,
Microsoft.SQLServer.Windows.Discovery,Microsoft.SQLServer.Windows.Discovery.DatabaseResourcePool,Discovery,MSSQL on Windows: Discover Database Engine Resource Pool managing Memory-Optimized Data resources,This rule discovers a resource pool that manages Memory-Optimized Data resources of the target SQL Server database and a relation between Resource Pool and the database.,SqlTimeoutSeconds,int,15,,,,,
Microsoft.SQLServer.Windows.Discovery,Microsoft.SQLServer.Windows.Discovery.DatabaseResourcePool,Discovery,MSSQL on Windows: Discover Database Engine Resource Pool managing Memory-Optimized Data resources,This rule discovers a resource pool that manages Memory-Optimized Data resources of the target SQL Server database and a relation between Resource Pool and the database.,SyncTime,string,,,,,,
Microsoft.SQLServer.Windows.Discovery,Microsoft.SQLServer.Windows.Discovery.DatabaseResourcePool,Discovery,MSSQL on Windows: Discover Database Engine Resource Pool managing Memory-Optimized Data resources,This rule discovers a resource pool that manages Memory-Optimized Data resources of the target SQL Server database and a relation between Resource Pool and the database.,TimeoutSeconds,int,300,,,,,
Microsoft.SQLServer.Windows.Discovery,Microsoft.SQLServer.Windows.Discovery.DatabaseUserPolicy,Discovery,MSSQL on Windows: Discover Database Custom User Policy,This rule discovers Custom User Policies for SQL Server Database on Windows. Note: This discovery is disabled by default. Please use overrides to enable it when necessary.,Enabled,bool,FALSE,,,,,
Microsoft.SQLServer.Windows.Discovery,Microsoft.SQLServer.Windows.Discovery.DatabaseUserPolicy,Discovery,MSSQL on Windows: Discover Database Custom User Policy,This rule discovers Custom User Policies for SQL Server Database on Windows. Note: This discovery is disabled by default. Please use overrides to enable it when necessary.,IntervalSeconds,int,14400,,,,,
Microsoft.SQLServer.Windows.Discovery,Microsoft.SQLServer.Windows.Discovery.DatabaseUserPolicy,Discovery,MSSQL on Windows: Discover Database Custom User Policy,This rule discovers Custom User Policies for SQL Server Database on Windows. Note: This discovery is disabled by default. Please use overrides to enable it when necessary.,SqlTimeoutSeconds,int,15,,,,,
Microsoft.SQLServer.Windows.Discovery,Microsoft.SQLServer.Windows.Discovery.DatabaseUserPolicy,Discovery,MSSQL on Windows: Discover Database Custom User Policy,This rule discovers Custom User Policies for SQL Server Database on Windows. Note: This discovery is disabled by default. Please use overrides to enable it when necessary.,SyncTime,string,,,,,,
Microsoft.SQLServer.Windows.Discovery,Microsoft.SQLServer.Windows.Discovery.DatabaseUserPolicy,Discovery,MSSQL on Windows: Discover Database Custom User Policy,This rule discovers Custom User Policies for SQL Server Database on Windows. Note: This discovery is disabled by default. Please use overrides to enable it when necessary.,TimeoutSeconds,int,300,,,,,
Microsoft.SQLServer.Windows.Discovery,Microsoft.SQLServer.Windows.Discovery.DBEngine,Discovery,MSSQL on Windows: Discover SQL Server Database Engines,This rule discovers SQL Server DB Engines on Windows.,Enabled,bool,TRUE,TRUE,TRUE,TRUE,TRUE,
Microsoft.SQLServer.Windows.Discovery,Microsoft.SQLServer.Windows.Discovery.DBEngine,Discovery,MSSQL on Windows: Discover SQL Server Database Engines,This rule discovers SQL Server DB Engines on Windows.,IntervalSeconds,int,14400,,,,,
Microsoft.SQLServer.Windows.Discovery,Microsoft.SQLServer.Windows.Discovery.DBEngine,Discovery,MSSQL on Windows: Discover SQL Server Database Engines,This rule discovers SQL Server DB Engines on Windows.,SqlTimeoutSeconds,int,15,,,,,
Microsoft.SQLServer.Windows.Discovery,Microsoft.SQLServer.Windows.Discovery.DBEngine,Discovery,MSSQL on Windows: Discover SQL Server Database Engines,This rule discovers SQL Server DB Engines on Windows.,SyncTime,string,,,,,,
Microsoft.SQLServer.Windows.Discovery,Microsoft.SQLServer.Windows.Discovery.DBEngine,Discovery,MSSQL on Windows: Discover SQL Server Database Engines,This rule discovers SQL Server DB Engines on Windows.,TimeoutSeconds,int,300,,,,,
Microsoft.SQLServer.Windows.Discovery,Microsoft.SQLServer.Windows.Discovery.DBEngineExpressGroup,Discovery,MSSQL on Windows: SQL Server Express DB Engine Group Discovery,This discovery rule populates the Express Group on Windows with all SQL Server Express DBEngines on Windows.,Enabled,bool,TRUE,TRUE,TRUE,TRUE,TRUE,
Microsoft.SQLServer.Windows.Discovery,Microsoft.SQLServer.Windows.Discovery.DBEngineGroup,Discovery,MSSQL on Windows: DB Engine Group Discovery,Microsoft SQL Server DB Engine Group Discovery on Windows.,Enabled,bool,TRUE,TRUE,TRUE,TRUE,TRUE,
Microsoft.SQLServer.Windows.Discovery,Microsoft.SQLServer.Windows.Discovery.DBFile,Discovery,MSSQL on Windows: Discover SQL Server DB Files,This rule discovers the file information for each SQL Server Database on Windows.,Enabled,bool,TRUE,TRUE,TRUE,TRUE,TRUE,
Microsoft.SQLServer.Windows.Discovery,Microsoft.SQLServer.Windows.Discovery.DBFile,Discovery,MSSQL on Windows: Discover SQL Server DB Files,This rule discovers the file information for each SQL Server Database on Windows.,IntervalSeconds,int,14400,,,,,
Microsoft.SQLServer.Windows.Discovery,Microsoft.SQLServer.Windows.Discovery.DBFile,Discovery,MSSQL on Windows: Discover SQL Server DB Files,This rule discovers the file information for each SQL Server Database on Windows.,SqlTimeoutSeconds,int,15,,,,,
Microsoft.SQLServer.Windows.Discovery,Microsoft.SQLServer.Windows.Discovery.DBFile,Discovery,MSSQL on Windows: Discover SQL Server DB Files,This rule discovers the file information for each SQL Server Database on Windows.,SyncTime,string,,,,,,
Microsoft.SQLServer.Windows.Discovery,Microsoft.SQLServer.Windows.Discovery.DBFile,Discovery,MSSQL on Windows: Discover SQL Server DB Files,This rule discovers the file information for each SQL Server Database on Windows.,TimeoutSeconds,int,300,,,,,
Microsoft.SQLServer.Windows.Discovery,Microsoft.SQLServer.Windows.Discovery.DBFilegroup,Discovery,MSSQL on Windows: Discover SQL Server DB Filegroups,This rule discovers the Filegroup information for each SQL Server Database on Windows.,Enabled,bool,TRUE,TRUE,TRUE,TRUE,TRUE,
Microsoft.SQLServer.Windows.Discovery,Microsoft.SQLServer.Windows.Discovery.DBFilegroup,Discovery,MSSQL on Windows: Discover SQL Server DB Filegroups,This rule discovers the Filegroup information for each SQL Server Database on Windows.,IntervalSeconds,int,14400,,,,,
Microsoft.SQLServer.Windows.Discovery,Microsoft.SQLServer.Windows.Discovery.DBFilegroup,Discovery,MSSQL on Windows: Discover SQL Server DB Filegroups,This rule discovers the Filegroup information for each SQL Server Database on Windows.,SqlTimeoutSeconds,int,15,,,,,
Microsoft.SQLServer.Windows.Discovery,Microsoft.SQLServer.Windows.Discovery.DBFilegroup,Discovery,MSSQL on Windows: Discover SQL Server DB Filegroups,This rule discovers the Filegroup information for each SQL Server Database on Windows.,SyncTime,string,,,,,,
Microsoft.SQLServer.Windows.Discovery,Microsoft.SQLServer.Windows.Discovery.DBFilegroup,Discovery,MSSQL on Windows: Discover SQL Server DB Filegroups,This rule discovers the Filegroup information for each SQL Server Database on Windows.,TimeoutSeconds,int,300,,,,,
Microsoft.SQLServer.Windows.Discovery,Microsoft.SQLServer.Windows.Discovery.DBFilegroupFd,Discovery,MSSQL on Windows: Discover FILESTREAM Filegroups,This rule discovers DB FILESTREAM Filegroup information for each SQL Server Database on Windows.,Enabled,bool,TRUE,TRUE,TRUE,TRUE,TRUE,
Microsoft.SQLServer.Windows.Discovery,Microsoft.SQLServer.Windows.Discovery.DBFilegroupFd,Discovery,MSSQL on Windows: Discover FILESTREAM Filegroups,This rule discovers DB FILESTREAM Filegroup information for each SQL Server Database on Windows.,IntervalSeconds,int,14400,,,,,
Microsoft.SQLServer.Windows.Discovery,Microsoft.SQLServer.Windows.Discovery.DBFilegroupFd,Discovery,MSSQL on Windows: Discover FILESTREAM Filegroups,This rule discovers DB FILESTREAM Filegroup information for each SQL Server Database on Windows.,SqlTimeoutSeconds,int,15,,,,,
Microsoft.SQLServer.Windows.Discovery,Microsoft.SQLServer.Windows.Discovery.DBFilegroupFd,Discovery,MSSQL on Windows: Discover FILESTREAM Filegroups,This rule discovers DB FILESTREAM Filegroup information for each SQL Server Database on Windows.,SyncTime,string,,,,,,
Microsoft.SQLServer.Windows.Discovery,Microsoft.SQLServer.Windows.Discovery.DBFilegroupFd,Discovery,MSSQL on Windows: Discover FILESTREAM Filegroups,This rule discovers DB FILESTREAM Filegroup information for each SQL Server Database on Windows.,TimeoutSeconds,int,300,,,,,
Microsoft.SQLServer.Windows.Discovery,Microsoft.SQLServer.Windows.Discovery.DBFilegroupFx,Discovery,MSSQL on Windows: Discover Memory-Optimized Data Filegroup,This rule discovers the Memory-Optimized Data Filegroup information for each SQL Server Database on Windows.,Enabled,bool,FALSE,,,,,
Microsoft.SQLServer.Windows.Discovery,Microsoft.SQLServer.Windows.Discovery.DBFilegroupFx,Discovery,MSSQL on Windows: Discover Memory-Optimized Data Filegroup,This rule discovers the Memory-Optimized Data Filegroup information for each SQL Server Database on Windows.,IntervalSeconds,int,14400,,,,,
Microsoft.SQLServer.Windows.Discovery,Microsoft.SQLServer.Windows.Discovery.DBFilegroupFx,Discovery,MSSQL on Windows: Discover Memory-Optimized Data Filegroup,This rule discovers the Memory-Optimized Data Filegroup information for each SQL Server Database on Windows.,SqlTimeoutSeconds,int,15,,,,,
Microsoft.SQLServer.Windows.Discovery,Microsoft.SQLServer.Windows.Discovery.DBFilegroupFx,Discovery,MSSQL on Windows: Discover Memory-Optimized Data Filegroup,This rule discovers the Memory-Optimized Data Filegroup information for each SQL Server Database on Windows.,SyncTime,string,,,,,,
Microsoft.SQLServer.Windows.Discovery,Microsoft.SQLServer.Windows.Discovery.DBFilegroupFx,Discovery,MSSQL on Windows: Discover Memory-Optimized Data Filegroup,This rule discovers the Memory-Optimized Data Filegroup information for each SQL Server Database on Windows.,TimeoutSeconds,int,300,,,,,
Microsoft.SQLServer.Windows.Discovery,Microsoft.SQLServer.Windows.Discovery.DBLogFile,Discovery,MSSQL on Windows: Discover SQL Server Transaction Log File,This rule discovers transaction log files for each SQL Server Database on Windows.,Enabled,bool,TRUE,TRUE,TRUE,TRUE,TRUE,
Microsoft.SQLServer.Windows.Discovery,Microsoft.SQLServer.Windows.Discovery.DBLogFile,Discovery,MSSQL on Windows: Discover SQL Server Transaction Log File,This rule discovers transaction log files for each SQL Server Database on Windows.,IntervalSeconds,int,14400,,,,,
Microsoft.SQLServer.Windows.Discovery,Microsoft.SQLServer.Windows.Discovery.DBLogFile,Discovery,MSSQL on Windows: Discover SQL Server Transaction Log File,This rule discovers transaction log files for each SQL Server Database on Windows.,SqlTimeoutSeconds,int,15,,,,,
Microsoft.SQLServer.Windows.Discovery,Microsoft.SQLServer.Windows.Discovery.DBLogFile,Discovery,MSSQL on Windows: Discover SQL Server Transaction Log File,This rule discovers transaction log files for each SQL Server Database on Windows.,SyncTime,string,,,,,,
Microsoft.SQLServer.Windows.Discovery,Microsoft.SQLServer.Windows.Discovery.DBLogFile,Discovery,MSSQL on Windows: Discover SQL Server Transaction Log File,This rule discovers transaction log files for each SQL Server Database on Windows.,TimeoutSeconds,int,300,,,,,
Microsoft.SQLServer.Windows.Discovery,Microsoft.SQLServer.Windows.Discovery.GeneralAlwaysOnDiscovery,Discovery,MSSQL on Windows: General Always On Discovery,This discovery is used to define which instances have Always On enabled.,Enabled,bool,TRUE,TRUE,TRUE,TRUE,TRUE,
Microsoft.SQLServer.Windows.Discovery,Microsoft.SQLServer.Windows.Discovery.GeneralAlwaysOnDiscovery,Discovery,MSSQL on Windows: General Always On Discovery,This discovery is used to define which instances have Always On enabled.,IntervalSeconds,int,14400,,,,,
Microsoft.SQLServer.Windows.Discovery,Microsoft.SQLServer.Windows.Discovery.GeneralAlwaysOnDiscovery,Discovery,MSSQL on Windows: General Always On Discovery,This discovery is used to define which instances have Always On enabled.,SqlTimeoutSeconds,int,15,,,,,
Microsoft.SQLServer.Windows.Discovery,Microsoft.SQLServer.Windows.Discovery.GeneralAlwaysOnDiscovery,Discovery,MSSQL on Windows: General Always On Discovery,This discovery is used to define which instances have Always On enabled.,SyncTime,string,,,,,,
Microsoft.SQLServer.Windows.Discovery,Microsoft.SQLServer.Windows.Discovery.GeneralAlwaysOnDiscovery,Discovery,MSSQL on Windows: General Always On Discovery,This discovery is used to define which instances have Always On enabled.,TimeoutSeconds,int,300,,,,,
Microsoft.SQLServer.Windows.Discovery,Microsoft.SQLServer.Windows.Discovery.LocalDiscoverySeed,Discovery,MSSQL on Windows: Discover Installation Source (seed),This rule discovers a seed for MSSQL on Windows installation. This object indicates that the particular server computer contains MSSQL on Windows installation.,Enabled,bool,TRUE,TRUE,TRUE,TRUE,TRUE,
Microsoft.SQLServer.Windows.Discovery,Microsoft.SQLServer.Windows.Discovery.LocalDiscoverySeed,Discovery,MSSQL on Windows: Discover Installation Source (seed),This rule discovers a seed for MSSQL on Windows installation. This object indicates that the particular server computer contains MSSQL on Windows installation.,IntervalSeconds,int,14400,,,,,
Microsoft.SQLServer.Windows.Discovery,Microsoft.SQLServer.Windows.Discovery.LocalDiscoverySeed,Discovery,MSSQL on Windows: Discover Installation Source (seed),This rule discovers a seed for MSSQL on Windows installation. This object indicates that the particular server computer contains MSSQL on Windows installation.,SyncTime,string,,,,,,
Microsoft.SQLServer.Windows.Discovery,Microsoft.SQLServer.Windows.Discovery.LocalDiscoverySeed,Discovery,MSSQL on Windows: Discover Installation Source (seed),This rule discovers a seed for MSSQL on Windows installation. This object indicates that the particular server computer contains MSSQL on Windows installation.,TimeoutSeconds,int,300,,,,,
Microsoft.SQLServer.Windows.Discovery,Microsoft.SQLServer.Windows.Discovery.MonitoringPoolAlertCollection,Discovery,MSSQL on Windows: Discover Monitoring Pool Alert Collections,This rule discovers a Monitoring Pool Alert Collection for a MSSQL on Windows. This object is used to collect module errors and warnings from event log of nodes that are the members of the SQL Server Monitoring Pool.,Enabled,bool,TRUE,TRUE,TRUE,TRUE,TRUE,
Microsoft.SQLServer.Windows.Discovery,Microsoft.SQLServer.Windows.Discovery.MonitoringPoolAlertCollection,Discovery,MSSQL on Windows: Discover Monitoring Pool Alert Collections,This rule discovers a Monitoring Pool Alert Collection for a MSSQL on Windows. This object is used to collect module errors and warnings from event log of nodes that are the members of the SQL Server Monitoring Pool.,IntervalSeconds,int,14400,,,,,
Microsoft.SQLServer.Windows.Discovery,Microsoft.SQLServer.Windows.Discovery.MonitoringPoolAlertCollection,Discovery,MSSQL on Windows: Discover Monitoring Pool Alert Collections,This rule discovers a Monitoring Pool Alert Collection for a MSSQL on Windows. This object is used to collect module errors and warnings from event log of nodes that are the members of the SQL Server Monitoring Pool.,SyncTime,string,,,,,,
Microsoft.SQLServer.Windows.Discovery,Microsoft.SQLServer.Windows.Discovery.ResourcePool,Discovery,MSSQL on Windows: Discover Database Engine Resource Pools,This rule discovers all resource pools for a given instance of SQL Server DB Engine.,Enabled,bool,FALSE,,,,,
Microsoft.SQLServer.Windows.Discovery,Microsoft.SQLServer.Windows.Discovery.ResourcePool,Discovery,MSSQL on Windows: Discover Database Engine Resource Pools,This rule discovers all resource pools for a given instance of SQL Server DB Engine.,IntervalSeconds,int,14400,,,,,
Microsoft.SQLServer.Windows.Discovery,Microsoft.SQLServer.Windows.Discovery.ResourcePool,Discovery,MSSQL on Windows: Discover Database Engine Resource Pools,This rule discovers all resource pools for a given instance of SQL Server DB Engine.,OnlyInMemoryOLTPPools,string,TRUE,,,,,
Microsoft.SQLServer.Windows.Discovery,Microsoft.SQLServer.Windows.Discovery.ResourcePool,Discovery,MSSQL on Windows: Discover Database Engine Resource Pools,This rule discovers all resource pools for a given instance of SQL Server DB Engine.,SqlTimeoutSeconds,int,15,,,,,
Microsoft.SQLServer.Windows.Discovery,Microsoft.SQLServer.Windows.Discovery.ResourcePool,Discovery,MSSQL on Windows: Discover Database Engine Resource Pools,This rule discovers all resource pools for a given instance of SQL Server DB Engine.,SyncTime,string,,,,,,
Microsoft.SQLServer.Windows.Discovery,Microsoft.SQLServer.Windows.Discovery.ResourcePool,Discovery,MSSQL on Windows: Discover Database Engine Resource Pools,This rule discovers all resource pools for a given instance of SQL Server DB Engine.,TimeoutSeconds,int,300,,,,,
Microsoft.SQLServer.Windows.Monitoring,Microsoft.SQLServer.Windows.EventRule.AvailabilityReplica.AvailabilityGroupFailed,Rule,MSSQL on Windows: Availability Group Failed,"This error occurs when an attempt to join the availability replica to the availability group has failed. 
Note: this rule is disabled by default. Please use overrides to enable it when necessary.",Enabled,bool,FALSE,,,,,
Microsoft.SQLServer.Windows.Monitoring,Microsoft.SQLServer.Windows.EventRule.AvailabilityReplica.AvailabilityGroupFailed,Rule,MSSQL on Windows: Availability Group Failed,"This error occurs when an attempt to join the availability replica to the availability group has failed. 
Note: this rule is disabled by default. Please use overrides to enable it when necessary.",IntervalSeconds,int,300,,,,,
Microsoft.SQLServer.Windows.Monitoring,Microsoft.SQLServer.Windows.EventRule.AvailabilityReplica.AvailabilityGroupFailed,Rule,MSSQL on Windows: Availability Group Failed,"This error occurs when an attempt to join the availability replica to the availability group has failed. 
Note: this rule is disabled by default. Please use overrides to enable it when necessary.",Priority,int,1,,,,,
Microsoft.SQLServer.Windows.Monitoring,Microsoft.SQLServer.Windows.EventRule.AvailabilityReplica.AvailabilityGroupFailed,Rule,MSSQL on Windows: Availability Group Failed,"This error occurs when an attempt to join the availability replica to the availability group has failed. 
Note: this rule is disabled by default. Please use overrides to enable it when necessary.",Severity,int,1,,,,,
