ManagementPackId,WorkflowId,WorkflowType,DisplayName,Description,OverrideParameterName,OverrideParameterType,DefaultValue,Test,QA,Production,Performance,Domain Controller,IIS,Exchange,Database,Notes
Microsoft.Windows.Server.2016.Monitoring,Microsoft.Windows.Server.10.0.OperatingSystem.SoftwareUpdatesInstalled.Collection,Rule,Collection Rule for Software Updates Installation Events,Collection rule for events indicating that new software updates were installed.,Enabled,bool,FALSE,FALSE,FALSE,,,,,,,Event collection rule (19 Microsoft-Windows-WindowsUpdateClient:System). Probably only useful if you are actually running reports on these.
Microsoft.Windows.Server.2016.Monitoring,Microsoft.Windows.Server.10.0.OperatingSystem.RebootFromBugCheck.Collection,Rule,Collection Rule for Windows Restart Events (restarted from bug check),Collection rule for events indicating Windows restarted from bug check,Enabled,bool,FALSE,FALSE,FALSE,,,,,,,"Event collection rule (1000, 1001 BugCheck:System). Probably only useful if you are actually running reports on these."
Microsoft.Windows.Server.2016.Monitoring,Microsoft.Windows.Server.10.0.LogicalDisk.AvgDiskSecPerRead.Collection,Rule,Collection Rule for Average Disk Seconds Per Read Windows Server 2016 and 1709+,Collects the performance counter LogicalDisk\Avg Disk Sec Per Read,Enabled,bool,FALSE,FALSE,,,TRUE,TRUE,,TRUE,TRUE,With the corresponding write metric helps show disk latency. Lower is better. Consistently over 15-20ms for read is generally considered poor performance. If Reads are out of tolerance but writes are fine it might be worth looking at any available caching.
Microsoft.Windows.Server.2016.Monitoring,Microsoft.Windows.Server.10.0.LogicalDisk.AvgDiskSecPerRead.Collection,Rule,Collection Rule for Average Disk Seconds Per Read Windows Server 2016 and 1709+,Collects the performance counter LogicalDisk\Avg Disk Sec Per Read,Tolerance,double,0.026,,,,,,,,,
Microsoft.Windows.Server.2016.Monitoring,Microsoft.Windows.Server.10.0.LogicalDisk.AvgDiskSecPerRead.Collection,Rule,Collection Rule for Average Disk Seconds Per Read Windows Server 2016 and 1709+,Collects the performance counter LogicalDisk\Avg Disk Sec Per Read,MaximumSampleSeparation,int,12,,,,,,,,,
Microsoft.Windows.Server.2016.Monitoring,Microsoft.Windows.Server.10.0.LogicalDisk.AvgDiskSecPerRead.Collection,Rule,Collection Rule for Average Disk Seconds Per Read Windows Server 2016 and 1709+,Collects the performance counter LogicalDisk\Avg Disk Sec Per Read,Frequency,int,300,900,600,300,120,,,,,
Microsoft.Windows.Server.2016.Monitoring,Microsoft.Windows.Server.10.0.OperatingSystem.ServerServiceConfiguration.Rule,Rule,Server Service Configuration Health Rule,Server Service Configuration Health Rule,Enabled,bool,TRUE,FALSE,FALSE,,,,,,,A service probably has configuration issues in the registry and this will fire the next time the service attempts to start.
Microsoft.Windows.Server.2016.Monitoring,Microsoft.Windows.Server.10.0.OperatingSystem.ServerServiceConfiguration.Rule,Rule,Server Service Configuration Health Rule,Server Service Configuration Health Rule,Severity,int,1,,,,,,,,,
Microsoft.Windows.Server.2016.Monitoring,Microsoft.Windows.Server.10.0.OperatingSystem.ServerServiceConfiguration.Rule,Rule,Server Service Configuration Health Rule,Server Service Configuration Health Rule,Priority,int,1,,,,,,,,,
Microsoft.Windows.Server.2016.Monitoring,Microsoft.Windows.Server.10.0.OperatingSystem.NTFSQuotaThresholdLimitReached.Collection,Rule,Collection rule for NTFS Quota Threshold Limit Reached,An NTFS disk quota threshold limit was reached.,Enabled,bool,FALSE,FALSE,FALSE,,,,,,,Event collection rule (40 DISK:System). Probably only useful if you are actually running reports on these.
Microsoft.Windows.Server.2016.Monitoring,Microsoft.Windows.Server.10.0.LogicalDisk.FreeSpace.Collection,Rule,% Logical Disk Free Space Windows Server 2016 and 1709+,The percentage of total usable space on the logical disk that is unallocated,Enabled,bool,TRUE,TRUE,TRUE,TRUE,TRUE,,,,TRUE,% free space available performance metric. Useful for just about all scenarios.
Microsoft.Windows.Server.2016.Monitoring,Microsoft.Windows.Server.10.0.LogicalDisk.FreeSpace.Collection,Rule,% Logical Disk Free Space Windows Server 2016 and 1709+,The percentage of total usable space on the logical disk that is unallocated,Tolerance,double,10,,,,,,,,,
Microsoft.Windows.Server.2016.Monitoring,Microsoft.Windows.Server.10.0.LogicalDisk.FreeSpace.Collection,Rule,% Logical Disk Free Space Windows Server 2016 and 1709+,The percentage of total usable space on the logical disk that is unallocated,MaximumSampleSeparation,int,6,,,,,,,,,
Microsoft.Windows.Server.2016.Monitoring,Microsoft.Windows.Server.10.0.LogicalDisk.FreeSpace.Collection,Rule,% Logical Disk Free Space Windows Server 2016 and 1709+,The percentage of total usable space on the logical disk that is unallocated,Frequency,int,600,1800,1200,600,300,,,,,
Microsoft.Windows.Server.2016.Monitoring,Microsoft.Windows.Server.10.0.OperatingSystem.DirtyShutdown.Collection,Rule,Collection Rule for Windows Dirty Shutdown Events,This rule collects events indicating a dirty Windows shutdown.,Enabled,bool,FALSE,FALSE,FALSE,,,,,,,Event collection rule (6008 Eventlog:System). Probably only useful if you are actually running reports on these.
Microsoft.Windows.Server.2016.Monitoring,Microsoft.Windows.Server.10.0.OperatingSystem.MemoryCommitLimit.Collection,Rule,Commit Limit,Collects the performance counter Memory\Commit limit,Enabled,bool,FALSE,FALSE,FALSE,,TRUE,,,TRUE,TRUE,Commit limit is essentially Physical RAM + pagefile. Is likely to be fairly static. Can be useful for providing context to committed bytes and other metrics.
Microsoft.Windows.Server.2016.Monitoring,Microsoft.Windows.Server.10.0.OperatingSystem.MemoryCommitLimit.Collection,Rule,Commit Limit,Collects the performance counter Memory\Commit limit,Tolerance,double,10,,,,,,,,,
Microsoft.Windows.Server.2016.Monitoring,Microsoft.Windows.Server.10.0.OperatingSystem.MemoryCommitLimit.Collection,Rule,Commit Limit,Collects the performance counter Memory\Commit limit,MaximumSampleSeparation,int,6,,,,,,,,,
Microsoft.Windows.Server.2016.Monitoring,Microsoft.Windows.Server.10.0.OperatingSystem.MemoryCommitLimit.Collection,Rule,Commit Limit,Collects the performance counter Memory\Commit limit,Frequency,int,600,1800,1200,600,300,,,,,
Microsoft.Windows.Server.2016.Monitoring,Microsoft.Windows.Server.10.0.Processor.PercentInterruptTime.Collection,Rule,Processor Information % Interrupt Time Windows Server 2016 and 1709+,Collects the performance counter Processor Information\% Interrupt Time,Enabled,bool,FALSE,FALSE,FALSE,,TRUE,,,,,"Individual processors are not discovered by default. The amount of time that a processor spends handling high priority interrupts. Depends on server config, but a sharp rise in this without an increase in system activity usually indicates a hardware problem. Use with % DPC time and Total % to help diagnose processor bottlenecks or application/hardware issues. If total % is high (~85-90%) and % interrupt and % DPC is above ~ 15-25%, probably a performance bottleneck that could be addressed with adding compute. If total % normal/low and % interrupt or % DPC above ~ 15-25% performance issues could be because of hardware, driver, or application related issues."
Microsoft.Windows.Server.2016.Monitoring,Microsoft.Windows.Server.10.0.Processor.PercentInterruptTime.Collection,Rule,Processor Information % Interrupt Time Windows Server 2016 and 1709+,Collects the performance counter Processor Information\% Interrupt Time,Frequency,int,300,900,600,300,120,,,,,
Microsoft.Windows.Server.2016.Monitoring,Microsoft.Windows.Server.10.0.Processor.PercentInterruptTime.Collection,Rule,Processor Information % Interrupt Time Windows Server 2016 and 1709+,Collects the performance counter Processor Information\% Interrupt Time,TimeoutSeconds,int,300,,,,,,,,,
Microsoft.Windows.Server.2016.Monitoring,Microsoft.Windows.Server.10.0.OperatingSystem.EventLogFull.Alert,Rule,Event Log File is Full,The event log file is full.,Enabled,bool,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Alerting event rule. Event log file has reached capacity and so events are likely to be discarded. Don't really want this in any circumstance. (6000 Microsoft-Windows-Eventlog:System)
Microsoft.Windows.Server.2016.Monitoring,Microsoft.Windows.Server.10.0.OperatingSystem.EventLogFull.Alert,Rule,Event Log File is Full,The event log file is full.,Severity,int,1,,,,,,,,,
Microsoft.Windows.Server.2016.Monitoring,Microsoft.Windows.Server.10.0.OperatingSystem.EventLogFull.Alert,Rule,Event Log File is Full,The event log file is full.,Priority,int,1,,,,,,,,,
Microsoft.Windows.Server.2016.Monitoring,Microsoft.Windows.Server.10.0.PhysicalDisk.DiskReadsPerSec.Collection,Rule,Physical Disk Reads per Second Windows Server 2016 and 1709+,Collects the performance counter PhysicalDisk\Disk Reads/sec,Enabled,bool,FALSE,,,,TRUE,TRUE,,,TRUE,"Physical disks aren't discovered by default. For software-managed arrays, a comparison of Logical Disk and Physical Disk counters, specifically reads per second and writes per second, can give insight into how many requests are crossing stripe unit boundaries."
Microsoft.Windows.Server.2016.Monitoring,Microsoft.Windows.Server.10.0.PhysicalDisk.DiskReadsPerSec.Collection,Rule,Physical Disk Reads per Second Windows Server 2016 and 1709+,Collects the performance counter PhysicalDisk\Disk Reads/sec,Tolerance,double,10,,,,,,,,,
Microsoft.Windows.Server.2016.Monitoring,Microsoft.Windows.Server.10.0.PhysicalDisk.DiskReadsPerSec.Collection,Rule,Physical Disk Reads per Second Windows Server 2016 and 1709+,Collects the performance counter PhysicalDisk\Disk Reads/sec,MaximumSampleSeparation,int,12,,,,,,,,,
Microsoft.Windows.Server.2016.Monitoring,Microsoft.Windows.Server.10.0.PhysicalDisk.DiskReadsPerSec.Collection,Rule,Physical Disk Reads per Second Windows Server 2016 and 1709+,Collects the performance counter PhysicalDisk\Disk Reads/sec,Frequency,int,300,900,600,300,120,,,,,
Microsoft.Windows.Server.2016.Monitoring,Microsoft.Windows.Server.10.0.OperatingSystem.PercentMemoryUsed.Collection,Rule,Percent Memory Used,This rule collects data about used physical memory.,Enabled,bool,TRUE,,,,TRUE,,,,,Percent memory used. Useful in all situations.
Microsoft.Windows.Server.2016.Monitoring,Microsoft.Windows.Server.10.0.OperatingSystem.PercentMemoryUsed.Collection,Rule,Percent Memory Used,This rule collects data about used physical memory.,NumOfSamples,int,,,,,,,,,,
Microsoft.Windows.Server.2016.Monitoring,Microsoft.Windows.Server.10.0.OperatingSystem.PercentMemoryUsed.Collection,Rule,Percent Memory Used,This rule collects data about used physical memory.,Tolerance,int,50,,,,,,,,,
Microsoft.Windows.Server.2016.Monitoring,Microsoft.Windows.Server.10.0.OperatingSystem.PercentMemoryUsed.Collection,Rule,Percent Memory Used,This rule collects data about used physical memory.,Frequency,int,300,900,600,300,120,,,,,
Microsoft.Windows.Server.2016.Monitoring,Microsoft.Windows.Server.10.0.TCPv4.SegmentsRetransmittedPerSec.Collection,Rule,TCPv4 Segments Retransmitted Per Second,The rule collects TCPv4\Segments Retransmitted/sec performance counter.,Enabled,bool,FALSE,FALSE,FALSE,,TRUE,,TRUE,TRUE,TRUE,Best used in conjuction with Segments Sent. Higher than about 2% retransmission and you probably have some sort of network congestion and user experience may be affected. 
Microsoft.Windows.Server.2016.Monitoring,Microsoft.Windows.Server.10.0.TCPv4.SegmentsRetransmittedPerSec.Collection,Rule,TCPv4 Segments Retransmitted Per Second,The rule collects TCPv4\Segments Retransmitted/sec performance counter.,Tolerance,double,10,,,,,,,,,
Microsoft.Windows.Server.2016.Monitoring,Microsoft.Windows.Server.10.0.TCPv4.SegmentsRetransmittedPerSec.Collection,Rule,TCPv4 Segments Retransmitted Per Second,The rule collects TCPv4\Segments Retransmitted/sec performance counter.,MaximumSampleSeparation,int,100,,,,,,,,,
Microsoft.Windows.Server.2016.Monitoring,Microsoft.Windows.Server.10.0.TCPv4.SegmentsRetransmittedPerSec.Collection,Rule,TCPv4 Segments Retransmitted Per Second,The rule collects TCPv4\Segments Retransmitted/sec performance counter.,Frequency,int,600,1800,1200,600,300,,,,,
Microsoft.Windows.Server.2016.Monitoring,Microsoft.Windows.Server.10.0.LogicalDisk.DiskWriteBytesPerSec.Collection,Rule,Logical Disk Write Bytes Per Second Windows Server 2016 and 1709+,The rate at which bytes are transferred from the disk during write operations.,Enabled,bool,FALSE,,,,TRUE,,,,TRUE,Disk write throughput per second. Generally not as useful as IOPS metrics however can help provide insight into how your storage arrays handle certain workloads if these can be isolated. You might want to look at read/write bytes to try and determine the source of high load on a disk.
Microsoft.Windows.Server.2016.Monitoring,Microsoft.Windows.Server.10.0.LogicalDisk.DiskWriteBytesPerSec.Collection,Rule,Logical Disk Write Bytes Per Second Windows Server 2016 and 1709+,The rate at which bytes are transferred from the disk during write operations.,Tolerance,double,10,,,,,,,,,
Microsoft.Windows.Server.2016.Monitoring,Microsoft.Windows.Server.10.0.LogicalDisk.DiskWriteBytesPerSec.Collection,Rule,Logical Disk Write Bytes Per Second Windows Server 2016 and 1709+,The rate at which bytes are transferred from the disk during write operations.,MaximumSampleSeparation,int,12,,,,,,,,,
Microsoft.Windows.Server.2016.Monitoring,Microsoft.Windows.Server.10.0.LogicalDisk.DiskWriteBytesPerSec.Collection,Rule,Logical Disk Write Bytes Per Second Windows Server 2016 and 1709+,The rate at which bytes are transferred from the disk during write operations.,Frequency,int,300,900,600,300,120,,,,,
Microsoft.Windows.Server.2016.Monitoring,Microsoft.Windows.Server.10.0.OperatingSystem.SoftwareUpdateInstallationFailed.Alert,Rule,A Software Update Installation Failed,A failed software update installation was detected.,Enabled,bool,FALSE,,,,,,,,,Alert generation rule. (20 Microsoft-Windows-WindowsUpdateClient:System). Situational and will depend entirely on user patching processes.
Microsoft.Windows.Server.2016.Monitoring,Microsoft.Windows.Server.10.0.OperatingSystem.SoftwareUpdateInstallationFailed.Alert,Rule,A Software Update Installation Failed,A failed software update installation was detected.,Severity,int,2,,,,,,,,,
Microsoft.Windows.Server.2016.Monitoring,Microsoft.Windows.Server.10.0.OperatingSystem.SoftwareUpdateInstallationFailed.Alert,Rule,A Software Update Installation Failed,A failed software update installation was detected.,Priority,int,1,,,,,,,,,
Microsoft.Windows.Server.2016.Monitoring,Microsoft.Windows.Server.10.0.OperatingSystem.ServiceTerminatedUnexpextedly.Alert,Rule,A Service Terminated Unexpectedly,An event was collected indicating an unexpected service termination.,Enabled,bool,FALSE,,,,,,,,,"Alert generation rule. (7021, 7024, 7031, 7032, 7033, 7034 Service Control Manager:System). Detects a variety of different issues, user discretion."
Microsoft.Windows.Server.2016.Monitoring,Microsoft.Windows.Server.10.0.OperatingSystem.ServiceTerminatedUnexpextedly.Alert,Rule,A Service Terminated Unexpectedly,An event was collected indicating an unexpected service termination.,Severity,int,1,,,,,,,,,
Microsoft.Windows.Server.2016.Monitoring,Microsoft.Windows.Server.10.0.OperatingSystem.ServiceTerminatedUnexpextedly.Alert,Rule,A Service Terminated Unexpectedly,An event was collected indicating an unexpected service termination.,Priority,int,1,,,,,,,,,
Microsoft.Windows.Server.2016.Monitoring,Microsoft.Windows.Server.10.0.OperatingSystem.IPAddressConflict.Alert,Rule,Duplicate IP Address has been Detected,A duplicate IP address has been detected on the network,Enabled,bool,TRUE,,,,,,,,,"Alert generation rule. (4198, 4199 TCPIP:System). Can disrupt communiction, useful in all cases and usually should be resolved swiftly."
Microsoft.Windows.Server.2016.Monitoring,Microsoft.Windows.Server.10.0.OperatingSystem.IPAddressConflict.Alert,Rule,Duplicate IP Address has been Detected,A duplicate IP address has been detected on the network,Severity,int,2,,,,,,,,,
Microsoft.Windows.Server.2016.Monitoring,Microsoft.Windows.Server.10.0.OperatingSystem.IPAddressConflict.Alert,Rule,Duplicate IP Address has been Detected,A duplicate IP address has been detected on the network,Priority,int,1,,,,,,,,,
Microsoft.Windows.Server.2016.Monitoring,Microsoft.Windows.Server.10.0.OperatingSystem.RestartEvent.Collection,Rule,Collection Rule for Windows Restarted Events,This rule collects events indicating Windows has restarted,Enabled,bool,FALSE,,,,,,,,,Event collection rule (6005 Eventlog:System). Probably only useful if you are actually running reports on these.
Microsoft.Windows.Server.2016.Monitoring,Microsoft.Windows.Server.10.0.OperatingSystem.MemoryPageWritesPerSec.Collection,Rule,Memory Page Writes per Second Windows Server 2016 and 1709+,Collects the performance counter Memory\Page Writes/Sec.,Enabled,bool,FALSE,,,,TRUE,,,,TRUE,"Page writes are typically expensive performance wise and so generally want to be minimised. Can indicate that the system is experiencing a memory bottleneck. On SQL servers this can sometimes indicate that there are ineficciencies in the design (inefficient queries, small cache, indexing problems, etc.). Generally accepted that this should be less than 90."
Microsoft.Windows.Server.2016.Monitoring,Microsoft.Windows.Server.10.0.OperatingSystem.MemoryPageWritesPerSec.Collection,Rule,Memory Page Writes per Second Windows Server 2016 and 1709+,Collects the performance counter Memory\Page Writes/Sec.,Tolerance,double,250,,,,,,,,,
Microsoft.Windows.Server.2016.Monitoring,Microsoft.Windows.Server.10.0.OperatingSystem.MemoryPageWritesPerSec.Collection,Rule,Memory Page Writes per Second Windows Server 2016 and 1709+,Collects the performance counter Memory\Page Writes/Sec.,MaximumSampleSeparation,int,12,,,,,,,,,
Microsoft.Windows.Server.2016.Monitoring,Microsoft.Windows.Server.10.0.OperatingSystem.MemoryPageWritesPerSec.Collection,Rule,Memory Page Writes per Second Windows Server 2016 and 1709+,Collects the performance counter Memory\Page Writes/Sec.,Frequency,int,300,900,600,300,120,,,,,
Microsoft.Windows.Server.2016.Monitoring,Microsoft.Windows.Server.10.0.OperatingSystem.LDMCantReadDisk.Alert,Rule,Disk can not be read,Logical Disk Manager reports that the disk can not be read,Enabled,bool,TRUE,,,,,,,,,"Alerting event rule. Can be caused by a vairety of things, probably worth investigating in all instances. (31 DISK:System)"
Microsoft.Windows.Server.2016.Monitoring,Microsoft.Windows.Server.10.0.OperatingSystem.LDMCantReadDisk.Alert,Rule,Disk can not be read,Logical Disk Manager reports that the disk can not be read,Severity,int,1,,,,,,,,,
Microsoft.Windows.Server.2016.Monitoring,Microsoft.Windows.Server.10.0.OperatingSystem.LDMCantReadDisk.Alert,Rule,Disk can not be read,Logical Disk Manager reports that the disk can not be read,Priority,int,1,,,,,,,,,
Microsoft.Windows.Server.2016.Monitoring,Microsoft.Windows.Server.10.0.LogicalDisk.FreeMB.Collection,Rule,Logical Disk Free Megabytes Windows Server 2016 and 1709+,The space in megabytes on the logical disk that is unallocated,Enabled,bool,TRUE,,,,TRUE,,,,,Free space on all logical disks. Is going to be useful in all scenarios.
Microsoft.Windows.Server.2016.Monitoring,Microsoft.Windows.Server.10.0.LogicalDisk.FreeMB.Collection,Rule,Logical Disk Free Megabytes Windows Server 2016 and 1709+,The space in megabytes on the logical disk that is unallocated,Tolerance,double,10,,,,,,,,,
Microsoft.Windows.Server.2016.Monitoring,Microsoft.Windows.Server.10.0.LogicalDisk.FreeMB.Collection,Rule,Logical Disk Free Megabytes Windows Server 2016 and 1709+,The space in megabytes on the logical disk that is unallocated,MaximumSampleSeparation,int,6,,,,,,,,,
Microsoft.Windows.Server.2016.Monitoring,Microsoft.Windows.Server.10.0.LogicalDisk.FreeMB.Collection,Rule,Logical Disk Free Megabytes Windows Server 2016 and 1709+,The space in megabytes on the logical disk that is unallocated,Frequency,int,600,1800,1200,600,300,,,,,
Microsoft.Windows.Server.2016.Monitoring,Microsoft.Windows.Server.10.0.LogicalDisk.AverageDiskWriteQueueLength.Collection,Rule,Average Disk Write Queue Length Windows Server 2016 and 1709+ (Logical Disk),The average number of write requests that were queued for the selected disk during the sample interval.,Enabled,bool,FALSE,,,,TRUE,,,,,"Generally you want this below 2 per physical disk (spindle), however spikes do happen. Consistently high levels may indicate that storage is overloaded and could benefit from being spread over more (or faster) disks. Might be worth looking at in conjunction with physical disks if using a software array."
Microsoft.Windows.Server.2016.Monitoring,Microsoft.Windows.Server.10.0.LogicalDisk.AverageDiskWriteQueueLength.Collection,Rule,Average Disk Write Queue Length Windows Server 2016 and 1709+ (Logical Disk),The average number of write requests that were queued for the selected disk during the sample interval.,Tolerance,double,15,,,,,,,,,
Microsoft.Windows.Server.2016.Monitoring,Microsoft.Windows.Server.10.0.LogicalDisk.AverageDiskWriteQueueLength.Collection,Rule,Average Disk Write Queue Length Windows Server 2016 and 1709+ (Logical Disk),The average number of write requests that were queued for the selected disk during the sample interval.,MaximumSampleSeparation,int,12,,,,,,,,,
Microsoft.Windows.Server.2016.Monitoring,Microsoft.Windows.Server.10.0.LogicalDisk.AverageDiskWriteQueueLength.Collection,Rule,Average Disk Write Queue Length Windows Server 2016 and 1709+ (Logical Disk),The average number of write requests that were queued for the selected disk during the sample interval.,Frequency,int,300,900,600,300,120,,,,,
Microsoft.Windows.Server.2016.Monitoring,Microsoft.Windows.Server.10.0.TCPv4.ConnectionFailures.Collection,Rule,TCPv4 Connection Failures,The rule collects TCPv4\Connection Failures performance counter.,Enabled,bool,FALSE,,,,TRUE,,TRUE,TRUE,TRUE,Increasing numbers or consistently increasing rate of failures can indicate a bandwidth shortage
Microsoft.Windows.Server.2016.Monitoring,Microsoft.Windows.Server.10.0.TCPv4.ConnectionFailures.Collection,Rule,TCPv4 Connection Failures,The rule collects TCPv4\Connection Failures performance counter.,Tolerance,double,10,,,,,,,,,
Microsoft.Windows.Server.2016.Monitoring,Microsoft.Windows.Server.10.0.TCPv4.ConnectionFailures.Collection,Rule,TCPv4 Connection Failures,The rule collects TCPv4\Connection Failures performance counter.,MaximumSampleSeparation,int,25,,,,,,,,,
Microsoft.Windows.Server.2016.Monitoring,Microsoft.Windows.Server.10.0.TCPv4.ConnectionFailures.Collection,Rule,TCPv4 Connection Failures,The rule collects TCPv4\Connection Failures performance counter.,Frequency,int,600,1800,1200,600,300,,,,,
Microsoft.Windows.Server.2016.Monitoring,Microsoft.Windows.Server.10.0.MemoryFreeSystemPageTableEntries.Collection,Rule,Free System Page Table Entries,Collects the performance counter Memory\Free System Page Table Entries,Enabled,bool,TRUE,FALSE,FALSE,,TRUE,,,,,When running low of free page table entries the system can start experiencing erratic behaviour. This usually results in applications and drivers being denied access to memory which can lead to crashes and in the case of network drivers the machine effectively dropping connection and becoming unmanageable.
Microsoft.Windows.Server.2016.Monitoring,Microsoft.Windows.Server.10.0.MemoryFreeSystemPageTableEntries.Collection,Rule,Free System Page Table Entries,Collects the performance counter Memory\Free System Page Table Entries,Tolerance,double,800,,,,,,,,,
Microsoft.Windows.Server.2016.Monitoring,Microsoft.Windows.Server.10.0.MemoryFreeSystemPageTableEntries.Collection,Rule,Free System Page Table Entries,Collects the performance counter Memory\Free System Page Table Entries,MaximumSampleSeparation,int,6,,,,,,,,,
Microsoft.Windows.Server.2016.Monitoring,Microsoft.Windows.Server.10.0.MemoryFreeSystemPageTableEntries.Collection,Rule,Free System Page Table Entries,Collects the performance counter Memory\Free System Page Table Entries,Frequency,int,600,1800,1200,600,300,,,,,
Microsoft.Windows.Server.2016.Monitoring,Microsoft.Windows.Server.10.0.NetworkAdapter.PercentBandwidthUsedTotal.Collection,Rule,Percent Bandwidth Used Total,Rule collects Bandwidth Used Total counter for network adapters.,Enabled,bool,TRUE,FALSE,FALSE,,TRUE,,,,,How much bandwidth your adapter is using.
Microsoft.Windows.Server.2016.Monitoring,Microsoft.Windows.Server.10.0.NetworkAdapter.PercentBandwidthUsedTotal.Collection,Rule,Percent Bandwidth Used Total,Rule collects Bandwidth Used Total counter for network adapters.,Interval,int,,,,,,,,,,
Microsoft.Windows.Server.2016.Monitoring,Microsoft.Windows.Server.10.0.Processor.PercentDPCTime.Collection,Rule,Processor Information % DPC Time Windows Server 2016 and 1709+,Collects the performance counter Processor Information\% DPC Time,Enabled,bool,FALSE,,,,TRUE,,,,,"Individual processors not discovered by default. The amount of time that a processor spends handling deferred interrupts. High network traffic would normally involve a high DPC time. Use with % interrupt time and Total % to help diagnose processor bottlenecks or application/hardware issues. If total % is high (~85-90%) and % interrupt and % DPC is above ~ 15-25%, probably a performance bottleneck that could be addressed by adding extra compute. If total % normal/low and % interrupt or % DPC above ~ 15-25% performance issues could be because of hardware, driver, or application related issues."
Microsoft.Windows.Server.2016.Monitoring,Microsoft.Windows.Server.10.0.Processor.PercentDPCTime.Collection,Rule,Processor Information % DPC Time Windows Server 2016 and 1709+,Collects the performance counter Processor Information\% DPC Time,Frequency,int,300,900,600,300,120,,,,,
Microsoft.Windows.Server.2016.Monitoring,Microsoft.Windows.Server.10.0.Processor.PercentDPCTime.Collection,Rule,Processor Information % DPC Time Windows Server 2016 and 1709+,Collects the performance counter Processor Information\% DPC Time,TimeoutSeconds,int,300,,,,,,,,,
Microsoft.Windows.Server.2016.Monitoring,Microsoft.Windows.Server.10.0.TCPv4.ConnectionsEstablished.Collection,Rule,TCPv4 Connections Established,This rule collects TCPv4\Connections Established performance counter.,Enabled,bool,FALSE,,,,TRUE,,TRUE,TRUE,TRUE,Can be used in conjunction with corresponding received metric to forecast future load as the number of users grow (Segments Received / Connections Established). Rapid increase can indicate increased service demand or some sort of security issue (say if a DDoS attack is establishing connections and not closing them).
Microsoft.Windows.Server.2016.Monitoring,Microsoft.Windows.Server.10.0.TCPv4.ConnectionsEstablished.Collection,Rule,TCPv4 Connections Established,This rule collects TCPv4\Connections Established performance counter.,Tolerance,double,10,,,,,,,,,
Microsoft.Windows.Server.2016.Monitoring,Microsoft.Windows.Server.10.0.TCPv4.ConnectionsEstablished.Collection,Rule,TCPv4 Connections Established,This rule collects TCPv4\Connections Established performance counter.,MaximumSampleSeparation,int,25,,,,,,,,,
Microsoft.Windows.Server.2016.Monitoring,Microsoft.Windows.Server.10.0.TCPv4.ConnectionsEstablished.Collection,Rule,TCPv4 Connections Established,This rule collects TCPv4\Connections Established performance counter.,Frequency,int,600,1800,1200,600,300,,,,,
Microsoft.Windows.Server.2016.Monitoring,Microsoft.Windows.Server.10.0.NetworkAdapter.CurrentBandwidth.Collection,Rule,Current Bandwidth,Rule collects Network Interface\Current Bandwidth counter.,Enabled,bool,TRUE,FALSE,FALSE,,TRUE,,,,,"Generally (but not always) this is a static value. A 1 Gbps connection should be at 1,000,000,000. Not really all that useful on its own, but when combined with other values can help provide context to a report. In cloud environments you might see 50x that."
Microsoft.Windows.Server.2016.Monitoring,Microsoft.Windows.Server.10.0.NetworkAdapter.CurrentBandwidth.Collection,Rule,Current Bandwidth,Rule collects Network Interface\Current Bandwidth counter.,Tolerance,double,10,,,,,,,,,
Microsoft.Windows.Server.2016.Monitoring,Microsoft.Windows.Server.10.0.NetworkAdapter.CurrentBandwidth.Collection,Rule,Current Bandwidth,Rule collects Network Interface\Current Bandwidth counter.,MaximumSampleSeparation,int,100,,,,,,,,,
Microsoft.Windows.Server.2016.Monitoring,Microsoft.Windows.Server.10.0.NetworkAdapter.CurrentBandwidth.Collection,Rule,Current Bandwidth,Rule collects Network Interface\Current Bandwidth counter.,Frequency,int,600,1800,1200,600,300,,,,,
Microsoft.Windows.Server.2016.Monitoring,Microsoft.Windows.Server.10.0.OperatingSystem.ServiceTerminatedUnexpextedly.Collection,Rule,Collection rule for unexpected service terminations,Collection rule for events indicating unexpected service terminations.,Enabled,bool,FALSE,,,,,,,,,"Event collection rule (7021, 7024, 7031, 7032, 7033, 7034 Service Control Manager:System). Probably only useful if you are actually running reports on these."
Microsoft.Windows.Server.2016.Monitoring,Microsoft.Windows.Server.10.0.OperatingSystem.NTFSFileSystemCorrupt.Alert,Rule,NTFS - File System Corrupt,NT file system indicates a corrupt file system.,Enabled,bool,FALSE,,,,,,,,,"Alert generation rule. (41, 55 DISK, Ntfs:System). Usually just means that you need to do a chkdsk /f"
Microsoft.Windows.Server.2016.Monitoring,Microsoft.Windows.Server.10.0.OperatingSystem.NTFSFileSystemCorrupt.Alert,Rule,NTFS - File System Corrupt,NT file system indicates a corrupt file system.,Severity,int,1,,,,,,,,,
Microsoft.Windows.Server.2016.Monitoring,Microsoft.Windows.Server.10.0.OperatingSystem.NTFSFileSystemCorrupt.Alert,Rule,NTFS - File System Corrupt,NT file system indicates a corrupt file system.,Priority,int,1,,,,,,,,,
